,WWWSEX,WWWWHITE,W12EDUC3,AGE65PLM,WWWBLACK,AGE4049M,W1FIPCOM,AGE5059M,W2TOTCL,AGE3039,W2FIPCOM,WWWHOMLN,W1TRUAM2,AGE1829,EDUCAT4,WWWBRNUS,W2CIVLIB,WWWHISP,CENSDIV,WWWEDU3,WWWAGEC1,WWWEDU5,W1STATE,AGE6064M,W12RACE4,W2SECURE,WWWRACE4,RAC3,WWWRACE3,NEWRACE,WWWAGE,COMPLET2,IMPHISP,RACES,W12OTHET,USAWT2CC,USAWT2NC,RACWT1RV,W2MISSCL,USAWT2RC,USAWT1RV,RHWT2CC,RHWT2RC,MULT2,W3IWER4_A
250,1,1,1.0,-1.0,-1,-1.0,0.9999999999999999,1.0,1.0000000000000002,-1.0,0.4285714285714285,-1.0,0.20000000000000018,-1.0,1.0,1.0,-0.2727272727272727,-1,0.41935483870967727,1.0,0.33333333333333326,0.5,0.709090909090909,-1.0,-0.9999999999999999,0.4545454545454546,-0.9999999999999999,-1.0,-1,-1.0,0.06849315068493156,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.9991517965942575,-1.0,-0.9991539651641345,-0.8,-0.9989311062529507,-0.9992773048717328,-0.999577300350663,-0.9994410461301497,-1.0,1
574,1,1,1.0,-1.0,-1,-1.0,0.4285714285714285,1.0,1.0000000000000002,-1.0,0.4285714285714285,-1.0,1.0,-1.0,1.0,1.0,0.4545454545454546,-1,0.41935483870967727,1.0,0.33333333333333326,0.5,0.709090909090909,-1.0,-0.9999999999999999,-0.2727272727272727,-0.9999999999999999,-1.0,-1,-1.0,0.041095890410958846,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8075897381683086,-1.0,-0.8080816662900032,-0.8,-0.757527352072982,-0.8360605983131952,-0.9041129171820357,-0.8732043991777204,-1.0,1
1805,-1,1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,1.0000000000000002,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,-0.33333333333333326,1.0,0.6363636363636365,-1,0.9999999999999998,0.0,0.6666666666666667,-0.5,0.8909090909090909,1.0,-0.9999999999999999,-0.4545454545454545,-0.9999999999999999,-1.0,-1,-1.0,0.17808219178082196,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.38049245711114776,-0.3884282442154774,-1.0,-0.8,-1.0,-1.0,-0.6912702549966697,-1.0,-1.0,1
1679,-1,1,0.0,-1.0,-1,1.0,-1.0,-1.0,1.0000000000000002,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,0.3333333333333335,1.0,-0.6363636363636362,-1,-1.0,0.0,0.0,0.0,0.16363636363636358,-1.0,-0.9999999999999999,0.8181818181818183,-0.9999999999999999,-1.0,-1,-1.0,-0.3150684931506851,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.6945648206326096,-0.6976587233474716,-1.0,-0.8,-1.0,-1.0,-0.8477872850402222,-1.0,-1.0,1
1568,-1,1,1.0,-1.0,-1,1.0,-1.0,-1.0,1.0000000000000002,-1.0,0.4285714285714285,1.0,-1.0,-1.0,1.0,1.0,0.09090909090909105,-1,-0.29032258064516125,1.0,0.0,0.5,-0.054545454545454564,-1.0,-0.9999999999999999,0.09090909090909105,-0.9999999999999999,-1.0,-1,-1.0,-0.3150684931506851,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.7516668548402907,-0.7510101668109705,-1.0,-0.8,-1.0,-1.0,-0.8762439142814007,-1.0,-1.0,1
1559,1,-1,1.0,1.0,-1,-1.0,-1.0,-1.0,1.0000000000000002,-1.0,0.4285714285714285,1.0,-1.0,-1.0,1.0,-1.0,0.09090909090909105,-1,0.9999999999999998,1.0,0.9999999999999998,0.5,-0.8181818181818182,-1.0,1.0,0.09090909090909105,1.0,1.0,1,1.0,0.45205479452054775,-1.0,0.1428571428571428,0.6000000000000001,1.0,-0.1835746835294232,-0.222534099374757,-1.0,-0.8,-1.0,-1.0,-0.5931368670785677,-1.0,-1.0,1
1896,-1,1,-1.0,-1.0,-1,-1.0,-1.0,1.0,1.0000000000000002,-1.0,0.9999999999999999,-1.0,-1.0,-1.0,-0.33333333333333326,1.0,0.4545454545454546,-1,-0.3548387096774195,0.0,0.33333333333333326,-0.5,-0.38181818181818183,-1.0,-0.9999999999999999,-0.2727272727272727,-0.9999999999999999,-1.0,-1,-1.0,0.013698630136986134,0.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.2926668368759835,-0.2919198380764497,-1.0,-0.8,-1.0,-1.0,-0.6475026178609669,-1.0,-1.0,1
3207,1,1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,1.0000000000000002,-1.0,0.9999999999999999,-1.0,-1.0,-1.0,-0.33333333333333326,1.0,0.6363636363636365,-1,0.29032258064516125,0.0,0.6666666666666667,-0.5,-0.6000000000000001,1.0,-0.9999999999999999,-0.4545454545454545,-0.9999999999999999,-1.0,-1,-1.0,0.17808219178082196,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.598431636030156,-0.597795168842977,-1.0,-0.8,-1.0,-1.0,-0.79987959786305,-1.0,-1.0,1
1800,1,1,0.0,-1.0,-1,-1.0,-1.0,1.0,1.0000000000000002,-1.0,0.9999999999999999,1.0,-1.0,-1.0,0.3333333333333335,1.0,0.8181818181818183,-1,-0.3548387096774195,0.0,0.33333333333333326,0.0,0.9636363636363636,-1.0,-0.9999999999999999,-0.6363636363636362,-0.9999999999999999,-1.0,-1,-1.0,0.06849315068493156,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.938485853483616,-0.938466378764407,-1.0,-0.8,-1.0,-1.0,-0.9693446076869989,-1.0,-1.0,1
2371,-1,1,1.0,1.0,-1,-1.0,-1.0,-1.0,1.0000000000000002,-1.0,0.9999999999999999,-1.0,-1.0,-1.0,1.0,1.0,0.09090909090909105,-1,0.41935483870967727,1.0,0.9999999999999998,1.0,0.709090909090909,-1.0,-0.9999999999999999,0.09090909090909105,-0.9999999999999999,-1.0,-1,-1.0,0.31506849315068486,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.994456651406941,-0.9943807719694469,-1.0,-0.8,-1.0,-1.0,-0.9972374886838592,-1.0,-1.0,1
420,-1,-1,0.0,-1.0,1,-1.0,0.9999999999999999,-1.0,1.0000000000000002,1.0,0.9999999999999999,1.0,-0.19999999999999996,-1.0,0.3333333333333335,1.0,0.8181818181818183,-1,0.29032258064516125,0.0,-0.33333333333333326,0.0,-0.6363636363636365,-1.0,-0.33333333333333326,-0.6363636363636362,-0.33333333333333326,0.0,0,0.0,-0.452054794520548,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-0.9675803606342941,-1.0,-0.9270481291490129,-0.8,-0.9657610558178096,-0.9708959436753888,-0.9633251476063435,-0.9657610558178626,-1.0,1
563,1,1,0.0,-1.0,-1,-1.0,0.4285714285714285,1.0,1.0000000000000002,-1.0,0.4285714285714285,-1.0,-0.19999999999999996,-1.0,0.3333333333333335,1.0,0.09090909090909105,-1,0.29032258064516125,0.0,0.33333333333333326,0.0,-0.6000000000000001,-1.0,-0.9999999999999999,0.09090909090909105,-0.9999999999999999,-1.0,-1,-1.0,0.06849315068493156,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.756979586356754,-1.0,-0.7189672370791835,-0.8,-0.695164610822714,-0.7599377708371864,-0.8788914982618881,-0.8405932106030413,-1.0,1
1647,1,1,0.0,-1.0,-1,1.0,-1.0,-1.0,0.6363636363636365,-1.0,0.9999999999999999,-1.0,-1.0,-1.0,0.3333333333333335,1.0,-0.09090909090909083,-1,-0.3548387096774195,0.0,0.0,0.0,0.38181818181818183,-1.0,-0.9999999999999999,-0.09090909090909083,-0.9999999999999999,-1.0,-1,-1.0,-0.3150684931506851,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.7539885726976794,-0.7539106881175297,-1.0,-0.4,-1.0,-1.0,-0.8774009354836961,-1.0,-1.0,1
890,1,1,-1.0,1.0,-1,-1.0,0.4285714285714285,-1.0,1.0000000000000002,-1.0,0.4285714285714285,1.0,1.0,-1.0,-0.33333333333333326,1.0,0.09090909090909105,-1,-0.935483870967742,0.0,0.9999999999999998,-0.5,0.49090909090909074,-1.0,-0.9999999999999999,0.09090909090909105,-0.9999999999999999,-1.0,-1,-1.0,0.34246575342465735,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.00394498887385486,-1.0,-0.11387903339772976,-0.8,0.24029300463184566,-0.24306272215573388,-0.5036189419738933,-0.3514167554049864,-1.0,1
2733,1,-1,1.0,-1.0,1,1.0,-1.0,-1.0,0.8181818181818183,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,1.0,1.0,0.09090909090909105,-1,0.41935483870967727,1.0,0.0,0.5,-0.23636363636363644,-1.0,-0.33333333333333326,-0.09090909090909083,-0.33333333333333326,0.0,0,0.0,-0.3972602739726028,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-0.9905840425622511,-0.9915718734132987,-1.0,-0.6000000000000001,-1.0,-1.0,-0.9893481588342767,-1.0,-1.0,1
1407,1,1,1.0,-1.0,-1,-1.0,0.9999999999999999,-1.0,0.8181818181818183,1.0,-0.1428571428571429,-1.0,0.20000000000000018,-1.0,1.0,1.0,0.4545454545454546,-1,-0.29032258064516125,1.0,-0.33333333333333326,0.5,0.018181818181818077,-1.0,-0.9999999999999999,-0.4545454545454545,-0.9999999999999999,-1.0,-1,-1.0,-0.6712328767123288,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.6115030831426556,-1.0,-0.5427982364058472,-0.6000000000000001,-0.5091786560556641,-0.6094516760081294,-0.8063937147292095,-0.7433360515757494,-1.0,1
352,-1,1,0.0,-1.0,-1,-1.0,0.9999999999999999,-1.0,1.0000000000000002,-1.0,0.4285714285714285,-1.0,0.20000000000000018,-1.0,0.3333333333333335,1.0,0.6363636363636365,-1,-0.3548387096774195,0.0,0.6666666666666667,0.0,-0.4181818181818182,1.0,-0.9999999999999999,-0.4545454545454545,-0.9999999999999999,-1.0,-1,-1.0,0.23287671232876694,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.9961536894283265,-1.0,-0.9950127114547291,-0.8,-0.9951142653912808,-0.9957397863750632,-0.9980832025442289,-0.9974451153130721,-1.0,1
1289,-1,1,1.0,-1.0,-1,-1.0,0.9999999999999999,1.0,0.6363636363636365,-1.0,0.9999999999999999,-1.0,-0.19999999999999996,-1.0,1.0,1.0,0.2727272727272727,-1,-0.29032258064516125,1.0,0.33333333333333326,0.5,0.09090909090909083,-1.0,-0.9999999999999999,-0.4545454545454545,-0.9999999999999999,-1.0,-1,-1.0,-0.09589041095890427,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8815991067106692,-1.0,-0.8338752917334853,-0.4,-0.8504456816555067,-0.8580938842469354,-0.9409952662999393,-0.921793943307945,-1.0,1
1514,-1,-1,-1.0,-1.0,-1,-1.0,-1.0,1.0,1.0000000000000002,-1.0,0.4285714285714285,1.0,-1.0,-1.0,-0.33333333333333326,-1.0,-0.4545454545454545,-1,-0.29032258064516125,0.0,0.33333333333333326,-0.5,-0.054545454545454564,-1.0,1.0,0.6363636363636365,1.0,1.0,1,1.0,0.013698630136986134,0.0,1.0,0.6000000000000001,1.0,-0.8958242715505444,-0.9231352276816707,-1.0,-0.8,-1.0,-1.0,-0.9480843349706127,-1.0,-1.0,1
3319,1,1,1.0,-1.0,-1,-1.0,-1.0,1.0,1.0000000000000002,-1.0,0.9999999999999999,-1.0,-1.0,-1.0,1.0,1.0,0.4545454545454546,-1,0.9999999999999998,1.0,0.33333333333333326,0.5,0.8909090909090909,-1.0,-0.9999999999999999,-0.2727272727272727,-0.9999999999999999,-1.0,-1,-1.0,0.09589041095890405,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.7608109721674383,-0.761088219723312,-1.0,-0.8,-1.0,-1.0,-0.8808008580073572,-1.0,-1.0,1
1934,-1,1,0.0,-1.0,-1,-1.0,-1.0,-1.0,1.0000000000000002,-1.0,0.4285714285714285,-1.0,-1.0,1.0,0.3333333333333335,1.0,1.0000000000000002,-1,0.29032258064516125,0.0,-1.0,0.0,0.8181818181818181,-1.0,-0.9999999999999999,-0.8181818181818181,-0.9999999999999999,-1.0,-1,-1.0,-0.8356164383561644,0.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.5083742627467569,-0.5071784725653334,-1.0,-0.8,-1.0,-1.0,-0.7549997732207405,-1.0,-1.0,1
133,-1,1,1.0,-1.0,-1,1.0,0.9999999999999999,-1.0,0.6363636363636365,-1.0,0.9999999999999999,1.0,-0.19999999999999996,-1.0,1.0,1.0,-0.09090909090909083,-1,0.41935483870967727,1.0,0.0,0.5,0.709090909090909,-1.0,-0.9999999999999999,-0.09090909090909083,-0.9999999999999999,-1.0,-1,-1.0,-0.20547945205479468,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.9927155489695219,-1.0,-0.9910782587793857,-0.4,-0.9906975285074507,-0.9923789202968977,-0.9963698154526763,-0.9951354824055524,-1.0,1
2391,1,-1,0.0,-1.0,-1,-1.0,-1.0,-1.0,1.0000000000000002,-1.0,0.4285714285714285,1.0,-1.0,1.0,0.3333333333333335,1.0,1.0000000000000002,1,0.9999999999999998,0.0,-1.0,0.0,-0.8181818181818182,-1.0,0.3333333333333335,-0.8181818181818181,0.3333333333333335,-1.0,-1,-1.0,-0.9178082191780822,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-0.9826122307586326,-0.9843521632354956,-1.0,-0.8,-1.0,-1.0,-0.9798917378647571,-1.0,-1.0,1
446,-1,1,-1.0,-1.0,-1,1.0,0.4285714285714285,-1.0,-1.0,-1.0,-1.0,-1.0,-0.19999999999999996,-1.0,-0.9999999999999999,1.0,-1.0,-1,-0.935483870967742,-1.0,0.0,-1.0,0.2727272727272727,-1.0,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1,-1.0,-0.36986301369863006,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9645434983519618,-1.0,-1.0,-0.9697125461974334,-1.0,-1.0,-1.0,1
1638,1,1,-1.0,-1.0,-1,1.0,-1.0,-1.0,0.8181818181818183,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,-0.33333333333333326,1.0,0.09090909090909105,-1,-0.3548387096774195,0.0,0.0,-0.5,-0.4181818181818182,-1.0,-0.9999999999999999,-0.09090909090909083,-0.9999999999999999,-1.0,-1,-1.0,-0.3972602739726028,0.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8019404990536654,-0.8000845480278674,-1.0,-0.6000000000000001,-1.0,-1.0,-0.9012976356389552,-1.0,-1.0,1
1863,1,1,-1.0,1.0,-1,-1.0,-1.0,-1.0,1.0000000000000002,-1.0,0.9999999999999999,-1.0,-1.0,-1.0,-0.33333333333333326,1.0,0.4545454545454546,-1,0.41935483870967727,0.0,0.9999999999999998,-0.5,-0.23636363636363644,-1.0,-0.9999999999999999,-0.2727272727272727,-0.9999999999999999,-1.0,-1,-1.0,0.8904109589041094,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8054908467716736,-0.8051825588068529,-1.0,-0.8,-1.0,-1.0,-0.9030669408850666,-1.0,-1.0,1
509,1,1,1.0,-1.0,-1,-1.0,0.9999999999999999,-1.0,1.0000000000000002,-1.0,0.9999999999999999,-1.0,0.20000000000000018,-1.0,1.0,1.0,0.09090909090909105,-1,0.35483870967741926,1.0,0.6666666666666667,0.5,-1.0,1.0,-0.9999999999999999,0.09090909090909105,-0.9999999999999999,-1.0,-1,-1.0,0.15068493150684925,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.992490818538366,-1.0,-0.9925100169819046,-0.8,-0.9905370373939569,-0.993601948751402,-0.9962578217094546,-0.9950515571984803,-1.0,1
547,1,-1,0.0,-1.0,1,-1.0,0.4285714285714285,-1.0,1.0000000000000002,-1.0,0.1428571428571428,-1.0,0.6000000000000001,-1.0,0.3333333333333335,1.0,-0.6363636363636362,-1,0.35483870967741926,0.0,0.6666666666666667,0.0,0.6727272727272726,1.0,-0.33333333333333326,0.8181818181818183,-0.33333333333333326,0.0,0,0.0,0.15068493150684925,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-0.9863209502560072,-1.0,-0.9801678484340017,-0.8,-0.9822697673464765,-0.9920879882931548,-0.9845255178631007,-0.9822697673464504,-1.0,1
1837,-1,1,0.0,-1.0,-1,-1.0,-1.0,-1.0,1.0000000000000002,-1.0,0.9999999999999999,-1.0,-1.0,-1.0,0.3333333333333335,1.0,0.6363636363636365,-1,-0.3548387096774195,0.0,0.6666666666666667,0.0,0.38181818181818183,1.0,-0.9999999999999999,-0.4545454545454545,-0.9999999999999999,-1.0,-1,-1.0,0.23287671232876694,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.6665657570298127,-0.663799256556423,-1.0,-0.8,-1.0,-1.0,-0.8338340348084476,-1.0,-1.0,1
830,1,1,0.0,-1.0,-1,-1.0,0.4285714285714285,-1.0,1.0000000000000002,-1.0,0.9999999999999999,-1.0,-0.19999999999999996,-1.0,0.3333333333333335,1.0,0.2727272727272727,-1,-0.29032258064516125,0.0,0.6666666666666667,0.0,0.09090909090909083,1.0,-0.9999999999999999,-0.09090909090909083,-0.9999999999999999,-1.0,-1,-1.0,0.20547945205479445,0.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8689165505800435,-1.0,-0.8202126369880868,-0.8,-0.8348105200955271,-0.8464230480056616,-0.9346749521000524,-0.9136178883141177,-1.0,1
1657,-1,1,1.0,-1.0,-1,-1.0,-1.0,-1.0,0.2727272727272727,-1.0,0.9999999999999999,1.0,-1.0,-1.0,1.0,1.0,-0.6363636363636362,-1,0.9354838709677418,1.0,0.6666666666666667,0.5,-0.8909090909090909,1.0,-0.9999999999999999,0.09090909090909105,-0.9999999999999999,-1.0,-1,-1.0,0.20547945205479445,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8366123420595796,-0.8371791831773663,-1.0,0.0,-1.0,-1.0,-0.9185762456783096,-1.0,-1.0,1
1574,-1,-1,1.0,1.0,-1,-1.0,-1.0,-1.0,0.4545454545454546,-1.0,0.9999999999999999,1.0,-1.0,-1.0,1.0,-1.0,-0.09090909090909083,-1,0.9999999999999998,1.0,0.9999999999999998,0.5,0.45454545454545436,-1.0,1.0,-0.2727272727272727,1.0,1.0,1,1.0,0.42465753424657526,-1.0,0.1428571428571428,0.6000000000000001,1.0,-0.011485192452526882,-0.1654674153240051,-1.0,-0.19999999999999996,-1.0,-1.0,-0.5073765800444723,-1.0,-1.0,1
2845,1,-1,0.0,1.0,1,-1.0,-1.0,-1.0,1.0000000000000002,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,0.3333333333333335,1.0,0.4545454545454546,-1,0.41935483870967727,0.0,0.9999999999999998,0.0,-0.23636363636363644,-1.0,-0.33333333333333326,-0.2727272727272727,-0.33333333333333326,0.0,0,0.0,0.31506849315068486,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-0.9920189249867252,-0.9917884934275767,-1.0,-0.8,-1.0,-1.0,-0.9909713755678822,-1.0,-1.0,1
1710,1,1,1.0,-1.0,-1,-1.0,-1.0,-1.0,1.0000000000000002,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,1.0,1.0,-0.09090909090909083,-1,0.41935483870967727,1.0,0.6666666666666667,0.5,-0.23636363636363644,1.0,-0.9999999999999999,0.2727272727272727,-0.9999999999999999,-1.0,-1,-1.0,0.17808219178082196,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.9032936798675857,-0.90326306368351,-1.0,-0.8,-1.0,-1.0,-0.9518066924327092,-1.0,-1.0,1
1727,-1,1,1.0,-1.0,-1,-1.0,-1.0,-1.0,1.0000000000000002,-1.0,0.9999999999999999,1.0,-1.0,-1.0,1.0,1.0,0.6363636363636365,-1,-0.3548387096774195,1.0,0.6666666666666667,1.0,0.9636363636363636,1.0,-0.9999999999999999,-0.4545454545454545,-0.9999999999999999,-1.0,-1,-1.0,0.15068493150684925,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.6408051326193833,-0.6398552837000211,-1.0,-0.8,-1.0,-1.0,-0.8209963041034829,-1.0,-1.0,1
3016,1,1,1.0,-1.0,-1,-1.0,-1.0,-1.0,1.0000000000000002,-1.0,0.9999999999999999,-1.0,-1.0,-1.0,1.0,1.0,0.6363636363636365,-1,0.29032258064516125,1.0,0.6666666666666667,0.5,-0.1636363636363637,1.0,-0.9999999999999999,-0.4545454545454545,-0.9999999999999999,-1.0,-1,-1.0,0.15068493150684925,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.9965492262276721,-0.9965481337496973,-1.0,-0.8,-1.0,-1.0,-0.9982803171340873,-1.0,-1.0,1
391,1,-1,0.0,1.0,1,-1.0,0.9999999999999999,-1.0,1.0000000000000002,-1.0,0.4285714285714285,-1.0,1.0,-1.0,0.3333333333333335,1.0,0.2727272727272727,-1,-0.935483870967742,0.0,0.9999999999999998,0.0,0.2727272727272727,-1.0,-0.33333333333333326,-0.09090909090909083,-0.33333333333333326,0.0,0,0.0,0.45205479452054775,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-0.9919988750283584,-1.0,-0.9962035517243423,-0.8,-0.9906921006854333,-0.9984854117768311,-0.9909486939689351,-0.9906921006853954,-1.0,1
1138,-1,1,-1.0,1.0,-1,-1.0,0.9999999999999999,-1.0,0.8181818181818183,-1.0,0.9999999999999999,-1.0,-0.19999999999999996,-1.0,-0.9999999999999999,1.0,-0.09090909090909083,-1,0.9354838709677418,-1.0,0.9999999999999998,-1.0,0.9999999999999998,-1.0,-0.9999999999999999,0.09090909090909105,-0.9999999999999999,-1.0,-1,-1.0,0.6712328767123286,0.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.6673453992702584,-1.0,-0.4914404416303083,-0.6000000000000001,-0.5862943907759135,-0.5655811088523108,-0.8342225672046868,-0.7836619852441724,-1.0,1
1942,1,1,0.0,-1.0,-1,-1.0,-1.0,-1.0,1.0000000000000002,1.0,0.4285714285714285,-1.0,-1.0,-1.0,0.3333333333333335,1.0,-0.2727272727272727,-1,0.41935483870967727,0.0,-0.33333333333333326,0.0,-0.8545454545454545,-1.0,-0.9999999999999999,0.4545454545454546,-0.9999999999999999,-1.0,-1,-1.0,-0.6164383561643836,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.7902386425904666,-0.7911420265875418,-1.0,-0.8,-1.0,-1.0,-0.8954660502072187,-1.0,-1.0,1
1035,-1,1,1.0,-1.0,-1,1.0,0.9999999999999999,-1.0,1.0000000000000002,-1.0,0.9999999999999999,-1.0,-0.19999999999999996,-1.0,1.0,1.0,0.2727272727272727,-1,-1.0,1.0,0.0,1.0,-0.12727272727272732,-1.0,-0.9999999999999999,-0.09090909090909083,-0.9999999999999999,-1.0,-1,-1.0,-0.3150684931506851,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8908865692241063,-1.0,-0.8738274383691665,-0.8,-0.8631467162197186,-0.8922215826744436,-0.945623645673803,-0.928435662785986,-1.0,1
1071,1,1,0.0,-1.0,-1,1.0,0.4285714285714285,-1.0,0.8181818181818183,-1.0,0.4285714285714285,-1.0,-0.6,-1.0,0.3333333333333335,1.0,0.2727272727272727,-1,0.41935483870967727,0.0,0.0,0.0,0.709090909090909,-1.0,-0.9999999999999999,-0.2727272727272727,-0.9999999999999999,-1.0,-1,-1.0,-0.26027397260273966,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.7168053118136886,-1.0,-0.6725090519253972,-0.6000000000000001,-0.6447715576974951,-0.7202525207085249,-0.8588707677998759,-0.8142413003858496,-1.0,1
2820,-1,-1,0.0,1.0,1,-1.0,-1.0,-1.0,1.0000000000000002,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,0.3333333333333335,1.0,0.8181818181818183,-1,-0.935483870967742,0.0,0.9999999999999998,0.0,0.19999999999999996,-1.0,-0.33333333333333326,-0.6363636363636362,-0.33333333333333326,0.0,0,0.0,0.726027397260274,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-0.9957015722564359,-0.9962495584884381,-1.0,-0.8,-1.0,-1.0,-0.9951373856679786,-1.0,-1.0,1
3249,1,1,1.0,-1.0,-1,-1.0,-1.0,-1.0,1.0000000000000002,1.0,-0.1428571428571429,-1.0,-1.0,-1.0,1.0,1.0,0.8181818181818183,-1,-0.29032258064516125,1.0,-0.33333333333333326,1.0,0.018181818181818077,-1.0,-0.9999999999999999,-0.6363636363636362,-0.9999999999999999,-1.0,-1,-1.0,-0.6712328767123288,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8525273119081194,-0.8521060505266052,-1.0,-0.8,-1.0,-1.0,-0.9265074236590992,-1.0,-1.0,1
81,-1,1,0.0,-1.0,-1,-1.0,0.4285714285714285,1.0,1.0000000000000002,-1.0,0.4285714285714285,-1.0,-0.19999999999999996,-1.0,0.3333333333333335,1.0,0.2727272727272727,-1,0.41935483870967727,0.0,0.33333333333333326,0.0,0.709090909090909,-1.0,-0.9999999999999999,-0.09090909090909083,-0.9999999999999999,-1.0,-1,-1.0,-0.09589041095890427,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.9980793428282106,-1.0,-0.9970961039745717,-0.8,-0.997574496166335,-0.9975194502381304,-0.9990428461999493,-0.9987316374918496,-1.0,1
3227,1,1,-1.0,-1.0,-1,1.0,-1.0,-1.0,1.0000000000000002,-1.0,0.9999999999999999,-1.0,-1.0,-1.0,-0.33333333333333326,1.0,0.4545454545454546,-1,0.41935483870967727,0.0,0.0,-0.5,0.709090909090909,-1.0,-0.9999999999999999,-0.2727272727272727,-0.9999999999999999,-1.0,-1,-1.0,-0.15068493150684925,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8054925238753066,-0.805184238568682,-1.0,-0.8,-1.0,-1.0,-0.9030677766647652,-1.0,-1.0,1
2398,-1,-1,0.0,-1.0,1,1.0,-1.0,-1.0,0.8181818181818183,-1.0,0.9999999999999999,1.0,-1.0,-1.0,0.3333333333333335,-1.0,0.09090909090909105,-1,-0.935483870967742,0.0,0.0,0.0,0.2727272727272727,-1.0,-0.33333333333333326,-0.09090909090909083,-0.33333333333333326,0.0,0,0.0,-0.15068493150684925,0.0,0.1428571428571428,-0.5999999999999999,-1.0,-0.9906649858790392,-0.991855062697623,-1.0,-0.6000000000000001,-1.0,-1.0,-0.9894397262992276,-1.0,-1.0,1
1629,1,-1,1.0,-1.0,1,-1.0,-1.0,-1.0,1.0000000000000002,1.0,0.9999999999999999,-1.0,-1.0,-1.0,1.0,1.0,1.0000000000000002,-1,-0.935483870967742,1.0,-0.33333333333333326,1.0,0.2727272727272727,-1.0,-0.33333333333333326,-0.8181818181818181,-0.33333333333333326,0.0,0,-1.0,-0.4246575342465755,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-0.567810459451463,-0.5712031971049008,-1.0,-0.8,-1.0,-1.0,-0.7846196254133653,-1.0,-0.5,1
1026,-1,-1,0.0,-1.0,-1,1.0,0.9999999999999999,-1.0,1.0000000000000002,-1.0,0.9999999999999999,-1.0,0.20000000000000018,-1.0,0.3333333333333335,1.0,0.6363636363636365,-1,0.9999999999999998,0.0,0.0,0.0,0.8909090909090909,-1.0,1.0,-0.4545454545454545,1.0,1.0,1,1.0,-0.3150684931506851,-1.0,0.1428571428571428,1.0000000000000004,1.0,-0.5142863486972831,-1.0,-0.32679973362156833,-0.8,-0.438404450844162,-0.16460631595271347,-0.7579460437043026,-0.7063262776930669,-1.0,1
