,WWWWHITE,WWWMALE,WWWSEX,W12WHITE,AGE65PLM,AGE4049M,W12EDUC3,W1FIPCOM,W12BLACK,W2TOTCL,WWWBLACK,AGE5059M,AGE3039,W2FIPCOM,WWWHOMLN,AGE1829,W1TRUAM2,EDUCAT4,W2CIVLIB,CENSDIV,W12HISP,WWWBRNUS,WWWAGEC1,WWWEDU3,WWWHISP,WWWEDU5,W1STATE,AGE6064M,W12RACE4,W2SECURE,WWWRACE4,RAC3,WWWRACE3,NEWRACE,WWWAGE,COMPLET2,IMPHISP,RACES,W12OTHET,W2MISSCL,USAWT2RC,USAWT1RV,RACWT1RV,RHWT2CC,USAWT2CC,USAWT2NC,RHWT2RC,MULT2,W3IWER4_A
1709,1,-1,1.0,1.0,1.0,-1.0,-0.9198963561939508,0.3141376517056439,-1.0,1.0000000000000002,-1,-1.0,-1.0,0.9084529785073722,-1.0,-1.0,0.10387562743274081,-0.27993090412930055,0.43998115567162754,-1.0,-1.0,0.8397927123879014,0.9999999999999998,0.0,-1,-0.4599481780969754,-0.12727272727272732,-1.0,-0.9999999999999999,-0.25816297385344555,-0.9999999999999999,-1.0,-1,-1.0,0.3376055276696561,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8,-0.6540328230627968,-0.7888600095651144,-0.8303749606586641,-0.8516023185681131,-0.8433882601414903,-0.9894895731904144,-0.8190842701656947,-1.0,1
2017,1,-1,1.0,1.0,-1.0,-1.0,0.0,0.2105657327967544,-1.0,0.9445076410755375,-1,1.0,-1.0,-0.0992560037022081,0.6947920259154563,-1.0,0.35583362073236513,0.3333333333333335,0.5253789185147113,0.3996640016719646,-1.0,1.0,0.33333333333333326,0.0,-1,0.0,0.4015341105044794,-1.0,-0.9999999999999999,-0.39905309562099195,-0.9999999999999999,-1.0,-1,-1.0,-0.1385277873577453,-0.847396012957728,0.1428571428571428,-0.9999999999999999,-1.0,-0.7389584051830913,-0.8494904171519442,-0.8814715507067147,-0.9047769546969805,-0.8985640185534473,-0.8929493683100455,-0.9560368961950699,-0.9212944092874396,-1.0,1
1787,1,1,-1.0,1.0,-1.0,0.31245866343426276,1.0,-0.5088990453101877,-1.0,1.0000000000000002,-1,-0.31245866343426276,-1.0,0.8035596181240748,-0.31245866343426276,-1.0,-1.0,1.0,1.0000000000000002,-0.3326599568849764,-1.0,1.0,0.1145902227609561,1.0,-1,0.8281146658585656,-0.38067956346005083,-1.0,-0.9999999999999999,-0.8181818181818181,-0.9999999999999999,-1.0,-1,-1.0,-0.16416611551245675,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8,-0.9876986088172743,-0.9883277015306694,-0.9906227423663798,-0.9364072627072694,-0.9328872989544884,-0.9375502998998084,-0.9935672650119429,-1.0,1
1637,-1,1,-1.0,-0.8295773734838685,1.0,-1.0,-0.9147886867419341,-1.0,-1.0,1.0000000000000002,-1,-1.0,-1.0,0.4285714285714285,-0.8295773734838685,-1.0,-1.0,-0.8863849156559123,-0.12189502300293298,0.41935483870967727,0.8295773734838685,-0.8295773734838685,0.9999999999999998,-0.9147886867419343,-1,-0.9147886867419343,0.709090909090909,-1.0,0.21971824898924552,0.30371320482111486,-0.33333333333333326,-1.0,-1,-1.0,0.5909107932524735,-1.0,-0.9026156419907819,-0.9999999999999999,-1.0,-0.8,-1.0,-1.0,-1.0,-0.9923901878814466,-0.9964632429095995,-0.9968878029234601,-1.0,-1.0,1
1651,1,-1,1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.9645386389075077,-1,-1.0,1.0,0.5400214205764041,-1.0,-1.0,-1.0,0.3333333333333335,0.2018045505422883,0.3422556460639543,-1.0,0.6099250279825854,-0.33333333333333326,0.0,-1,0.0,0.6585427282902756,-1.0,-0.9999999999999999,-0.05544772981659862,-0.9999999999999999,-1.0,-1,-1.0,-0.5687940022386068,-0.8049625139912928,0.1428571428571428,-0.9999999999999999,-1.0,-0.7609925027982586,-1.0,-1.0,-1.0,-0.9185739669801964,-0.9140669006553698,-0.9140307943111189,-1.0,-1.0,1
2079,1,1,-1.0,1.0,-1.0,-1.0,-0.6131672019701633,-1.0,-1.0,1.0000000000000002,-1,-1.0,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,-0.07544480131344189,0.5308637823554991,0.8876937037977892,-1.0,1.0,0.6666666666666667,0.19341639901491847,-1,-0.20987540147762251,0.8557424729063783,1.0,-0.9999999999999999,-0.3490456005373172,-0.9999999999999999,-1.0,-1,-1.0,0.16213997858786033,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8,-1.0,-1.0,-1.0,-0.7225163960577027,-0.7071572171728775,-0.7087362052233024,-1.0,-1.0,1
1993,1,-1,1.0,1.0,-1.0,-1.0,1.0,0.4622159555747082,-1.0,0.8670712767659357,-1,-1.0,1.0,0.16444802538588088,-1.0,-1.0,-0.12267042665517491,1.0,0.5034349131295721,-0.29032258064516125,-1.0,1.0,-0.33333333333333326,1.0,-1,0.5,-0.001373965251828757,-1.0,-0.9999999999999999,-0.4545454545454545,-0.9999999999999999,-1.0,-1,-1.0,-0.6441477303716472,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.6537784044425292,-0.6411565997739852,-0.7144670046180631,-0.7706093219234508,-0.8485711671174618,-0.8401893294178028,-0.9894918564899547,-0.8123509396966284,-1.0,1
1255,-1,-1,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0000000000000002,1,-1.0,-1.0,0.9999999999999999,1.0,-1.0,-1.0,1.0,0.8181818181818183,0.9999999999999998,-1.0,-1.0,0.9999999999999998,1.0,-1,0.5,-0.8181818181818182,-1.0,-0.33333333333333326,-0.6363636363636362,-0.33333333333333326,0.0,0,0.0,0.2533333333333334,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-0.8,-1.0,-1.0,-1.0,-0.9981381876563753,-0.9980351332473036,-0.9980280936825588,-1.0,0.0,1
1397,-1,-1,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0000000000000002,1,-1.0,-1.0,-0.1428571428571429,-1.0,-1.0,-1.0,1.0,-0.4545454545454545,0.29032258064516125,-1.0,1.0,0.6666666666666667,1.0,-1,0.5,-0.5636363636363637,1.0,-0.33333333333333326,0.6363636363636365,-0.33333333333333326,0.0,0,0.0,0.14666666666666672,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-0.8,-1.0,-1.0,-1.0,-0.97963654029002,-0.9905328241308011,-0.9914857995299334,-1.0,-1.0,1
930,1,-1,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0000000000000002,-1,-1.0,-1.0,0.9999999999999999,-1.0,-1.0,-1.0,1.0,0.4545454545454546,0.29032258064516125,-1.0,1.0,0.6666666666666667,1.0,-1,0.5,-0.6000000000000001,1.0,-0.9999999999999999,-0.2727272727272727,-0.9999999999999999,-1.0,-1,-1.0,0.1200000000000001,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8,-1.0,-1.0,-1.0,-0.9995330381256095,-0.9995071910094755,-0.9995046947207,-1.0,-1.0,1
677,-1,-1,1.0,-1.0,1.0,-1.0,1.0,0.4285714285714285,-1.0,0.8181818181818183,-1,-1.0,-1.0,0.9999999999999999,-1.0,-1.0,-0.19999999999999996,1.0,0.6363636363636365,0.9999999999999998,-1.0,1.0,0.9999999999999998,1.0,-1,0.5,-0.8181818181818182,-1.0,1.0,-0.6363636363636362,1.0,1.0,1,1.0,0.5466666666666669,-1.0,0.1428571428571428,0.6000000000000001,1.0,-0.6000000000000001,-0.982056998949404,-0.9856304373557455,-0.9920533700999995,-0.9925464182699192,-0.9921338501271922,-1.0,-0.9906171124115623,-1.0,1
1649,1,1,-1.0,1.0,-1.0,1.0,0.6475703697835913,0.9999999999999999,-1.0,0.7645198655332397,-1,-1.0,-1.0,0.7986116398763378,0.29514073956718234,-1.0,0.22291555625969073,0.7650469131890607,0.03724713826051229,0.41935483870967727,-1.0,1.0,0.0,0.6475703697835913,-1,0.32378518489179564,0.709090909090909,-1.0,-0.9999999999999999,-0.09090909090909083,-0.9999999999999999,-1.0,-1,-1.0,-0.23606479013910397,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.5409718520865636,-0.9922663562572048,-0.9933163761278936,-0.9946305294419583,-0.996974541330636,-0.9968070771624877,-1.0,-0.9959558654830382,-1.0,1
1694,1,1,-1.0,1.0,-1.0,-1.0,0.5086119011525971,0.9999999999999999,-1.0,0.9553283546502362,-1,-1.0,1.0,0.9999999999999999,-1.0,-1.0,0.29827761976948075,0.6724079341017313,0.5470203456641087,0.3061738096402389,-1.0,1.0,-0.33333333333333326,0.7543059505762986,-1,0.25430595057629857,-0.49216173107674144,-1.0,-0.9999999999999999,-0.40987380919569055,-0.9999999999999999,-1.0,-1,-1.0,-0.539655523953896,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.7508611901152598,-0.9398396423169048,-0.9647701747631514,-0.971697164144535,-0.9761045015937878,-0.9747818460230335,-1.0,-0.9685404982238998,-1.0,1
1707,-1,-1,0.0,-0.2098062622200536,1.0,-1.0,0.395096868889973,0.9999999999999999,0.2098062622200536,0.8563284113127372,-1,-1.0,-1.0,0.6543410679371274,-1.0,-1.0,1.0,0.5967312459266485,0.2727272727272727,-0.935483870967742,-1.0,1.0,0.9999999999999998,0.3950968688899732,-1,0.3950968688899732,0.2439929549898201,-1.0,-0.5967312459266487,-0.23458067959635376,-0.9999999999999999,-0.3950968688899732,-1,-0.3950968688899732,0.4344051663407986,-1.0,0.1428571428571428,-0.7580387475559891,-1.0,-0.6419612524440108,-0.992473691398532,-0.9975906856067468,-0.9972244730638519,-0.9937715202296317,-0.9966595281248899,-1.0,-0.9933781881333835,-1.0,1
55,1,-1,1.0,1.0,1.0,-1.0,1.0,0.9999999999999999,-1.0,1.0000000000000002,-1,-1.0,-1.0,0.9999999999999999,-1.0,-1.0,-0.19999999999999996,1.0,-0.09090909090909083,-1.0,-1.0,1.0,0.9999999999999998,1.0,-1,0.5,-0.20000000000000007,-1.0,-0.9999999999999999,0.2727272727272727,-0.9999999999999999,-1.0,-1,-1.0,0.706666666666667,0.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8,-0.8580196922902561,-0.9022134469219517,-0.9214405197291768,-0.9433909783778448,-0.9402575749001489,-1.0,-0.925754601292486,-1.0,1
348,-1,-1,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0000000000000002,-1,-1.0,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,-0.9999999999999999,-0.2727272727272727,0.41935483870967727,1.0,-1.0,0.9999999999999998,-1.0,1,-1.0,0.709090909090909,-1.0,0.3333333333333335,0.4545454545454546,0.3333333333333335,-1.0,-1,-1.0,0.3600000000000001,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-0.8,-1.0,-1.0,-1.0,-0.9926981658697882,-0.9966792944548044,-0.9961232655537366,-1.0,-1.0,1
918,1,-1,1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0000000000000002,-1,-1.0,-1.0,0.9999999999999999,-1.0,1.0,-1.0,0.3333333333333335,0.2727272727272727,-0.3548387096774195,-1.0,1.0,-1.0,0.0,-1,0.0,-0.09090909090909094,-1.0,-0.9999999999999999,-0.09090909090909083,-0.9999999999999999,-1.0,-1,-1.0,-0.9199999999999999,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8,-1.0,-1.0,-1.0,-0.8774009354836961,-0.870614873401983,-0.8699594823006216,-1.0,-1.0,1
2040,1,1,-1.0,1.0,-1.0,-1.0,0.0,0.6871061311537406,-1.0,1.0000000000000002,-1,1.0,-1.0,0.6871061311537406,-1.0,-1.0,-0.19999999999999996,0.3333333333333335,0.5195103979194802,0.6528700539453143,-1.0,1.0,0.33333333333333326,0.0,-1,0.0,0.7255431174370561,-1.0,-0.9999999999999999,-0.33769221610129807,-0.9999999999999999,-1.0,-1,-1.0,-0.13206495278717445,-0.5475642704809536,0.1428571428571428,-0.9999999999999999,-1.0,-0.8,-0.9404059764170459,-0.9586364156001228,-0.9667694423180202,-0.9767261271258797,-0.9754378795619166,-1.0,-0.9688366498645538,-1.0,1
244,1,1,-1.0,1.0,-1.0,1.0,-1.0,-0.1428571428571429,-1.0,1.0000000000000002,-1,-1.0,-1.0,0.4285714285714285,-1.0,-1.0,0.6000000000000001,-0.9999999999999999,1.0000000000000002,0.9354838709677418,-1.0,1.0,0.0,-1.0,-1,-1.0,0.23636363636363633,-1.0,-0.9999999999999999,-0.8181818181818181,-0.9999999999999999,-1.0,-1,-1.0,-0.19999999999999996,0.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8,-0.9892008390372456,-0.9886601500531939,-0.99088982390599,-0.9956726301484949,-0.9954331030315777,-1.0,-0.9943528224137484,-1.0,1
2072,1,-1,1.0,1.0,-1.0,1.0,0.38771082274779944,-1.0,-1.0,1.0000000000000002,-1,-1.0,-1.0,0.7375903526061997,-1.0,-1.0,-1.0,0.5918072151651996,0.2170646202497999,-0.3548387096774195,-1.0,1.0,0.0,0.6938554113738997,-1,0.19385541137389972,0.38181818181818183,-1.0,-0.9999999999999999,-0.03524643843161801,-0.9999999999999999,-1.0,-1,-1.0,-0.3088417662432452,-0.3061445886261003,0.1428571428571428,-0.9999999999999999,-1.0,-0.8,-1.0,-1.0,-1.0,-0.951339973388904,-0.9486465600029466,-0.9480466580340908,-1.0,-1.0,1
2049,-1,-1,1.0,0.05160393990293999,1.0,-1.0,0.5258019699514698,-1.0,-0.05160393990293999,0.655128705419251,-1,-1.0,-1.0,0.6995417314563029,-1.0,-1.0,-1.0,0.6838679799676464,0.3777101654280748,-0.935483870967742,-1.0,1.0,0.9999999999999998,0.52580196995147,-1,0.52580196995147,0.49090909090909074,-1.0,-0.6838679799676466,-0.5407632781906417,-0.9999999999999999,-0.52580196995147,-1,-0.52580196995147,0.7220641575961175,-1.0,0.1428571428571428,-0.8103207879805879,-1.0,-0.420641575961176,-1.0,-1.0,-1.0,-0.9356482482703972,-0.9430248051259706,-0.9437984068908023,-1.0,-1.0,1
2041,-1,-1,0.5,0.5597426519460376,-1.0,-1.0,-0.22012867402698122,-1.0,-0.5597426519460376,1.0000000000000002,-1,-1.0,0.5597426519460376,0.4285714285714285,-1.0,-0.5597426519460376,-1.0,0.18658088398201267,-0.15265708689437385,0.39095113883522825,-1.0,1.0,-0.40670955800899367,0.0,-1,-0.11006433701349061,-0.806517380212295,-1.0,-0.8532475506486791,0.3344752687125556,-0.9999999999999999,-0.7798713259730188,-1,-0.7798713259730188,-0.6560171565369308,-1.0,0.1428571428571428,-0.9119485303892074,-1.0,-0.8,-1.0,-1.0,-1.0,-0.8816620456457893,-0.8968489085629918,-0.8984860564953752,-1.0,-1.0,1
1733,1,1,-1.0,1.0,-1.0,1.0,0.2166172083287794,0.30479016666926884,-1.0,1.0000000000000002,-1,-1.0,-1.0,0.8762187380978402,-1.0,-1.0,0.11335311666848824,0.47774480555251975,0.09090909090909105,0.9354838709677418,-1.0,1.0,0.0,0.2166172083287794,-1,0.2166172083287794,-0.5490693272707401,-1.0,-0.9999999999999999,0.09090909090909105,-0.9999999999999999,-1.0,-1,-1.0,-0.33333333333333326,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8,-0.8416973556587249,-0.8912543165776855,-0.9126362050565087,-0.9381898444719563,-0.9347685495840424,-1.0,-0.917219203598379,-1.0,1
446,-1,-1,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0000000000000002,-1,-1.0,-1.0,0.4285714285714285,-1.0,1.0,-1.0,0.3333333333333335,0.2727272727272727,0.9999999999999998,1.0,-1.0,-0.6666666666666666,0.0,1,0.0,-0.8181818181818182,-1.0,0.3333333333333335,-0.09090909090909083,0.3333333333333335,-1.0,-1,-1.0,-0.7866666666666666,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-0.8,-1.0,-1.0,-1.0,-0.9899457822424842,-0.9954275739403167,-0.9958655857028053,-1.0,-1.0,1
1900,1,-1,1.0,1.0,-1.0,1.0,0.875332726354539,0.9999999999999999,-1.0,0.9773332229735527,-1,-1.0,-1.0,0.8575231158337587,-1.0,-1.0,-0.19999999999999996,0.9168884842363592,0.7501814871024761,0.41935483870967727,-1.0,1.0,0.0,0.875332726354539,-1,0.875332726354539,0.709090909090909,-1.0,-0.9999999999999999,-0.5910300823107414,-0.9999999999999999,-1.0,-1,-1.0,-0.3500266181083629,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.7750665452709079,-0.8606638569444446,-0.9020927216178538,-0.9213435317811115,-0.9448378017297799,-0.9417844823304812,-1.0,-0.9271373075435607,-1.0,1
1161,1,1,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0000000000000002,-1,1.0,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,1.0,0.8181818181818183,-0.935483870967742,-1.0,1.0,0.33333333333333326,1.0,-1,1.0,0.2727272727272727,-1.0,-0.9999999999999999,-0.6363636363636362,-0.9999999999999999,-1.0,-1,-1.0,-0.1466666666666665,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8,-1.0,-1.0,-1.0,-0.9980279105802102,-0.9979187521515615,-0.9979180963650554,-1.0,-1.0,1
758,1,-1,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,0.8181818181818183,-1,-1.0,-1.0,0.9999999999999999,-1.0,-1.0,-1.0,1.0,0.4545454545454546,-1.0,-1.0,1.0,0.9999999999999998,1.0,-1,0.5,-0.20000000000000007,-1.0,-0.9999999999999999,-0.4545454545454545,-0.9999999999999999,-1.0,-1,-1.0,0.41333333333333355,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.6000000000000001,-1.0,-1.0,-1.0,-0.922823472474831,-0.9185516233452077,-0.9188073749989237,-1.0,-1.0,1
1262,-1,-1,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0000000000000002,-1,-1.0,-1.0,0.4285714285714285,1.0,-1.0,-1.0,1.0,0.6363636363636365,0.41935483870967727,1.0,1.0,0.9999999999999998,1.0,1,1.0,0.709090909090909,-1.0,0.3333333333333335,-0.4545454545454545,0.3333333333333335,-1.0,-1,-1.0,0.5733333333333337,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-0.8,-1.0,-1.0,-1.0,-0.9986170421761777,-0.9993710627175286,-0.9994637902893795,-1.0,-1.0,1
414,-1,1,-1.0,-1.0,-1.0,-1.0,0.0,0.9999999999999999,1.0,1.0000000000000002,1,-1.0,1.0,0.9999999999999999,1.0,-1.0,-0.19999999999999996,0.3333333333333335,0.8181818181818183,0.29032258064516125,-1.0,1.0,-0.33333333333333326,0.0,-1,0.0,-0.6363636363636365,-1.0,-0.33333333333333326,-0.6363636363636362,-0.33333333333333326,0.0,0,0.0,-0.46666666666666656,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-0.8,-0.9657610558178096,-0.9708959436753888,-0.9499363189291343,-0.9633251476063435,-0.9829494947060358,-1.0,-0.9657610558178626,-1.0,1
1576,-1,1,-1.0,-0.21418832394492093,-1.0,-1.0,-0.21418832394492093,-1.0,-1.0,1.0000000000000002,-1,1.0,-1.0,0.20405380684140584,1.0,-1.0,-1.0,0.19054111737005286,-0.3831080294495382,-0.31567134438887345,-1.0,-0.21418832394492093,0.33333333333333326,0.39290583802753964,-1,-0.10709416197246047,-0.06883293956463776,-1.0,0.21418832394492116,0.5649262112677202,-0.33333333333333326,0.2141883239449207,0,0.2141883239449207,0.028576622722937595,-0.39290583802753964,0.663223567404966,-0.02864934084406312,0.21418832394492093,-0.8,-1.0,-1.0,-1.0,-0.9333131252201977,-0.9296218958125738,-0.937950681562117,-1.0,-1.0,1
1938,1,-1,0.0,1.0,-0.24734082199540364,-1.0,0.3763295890022982,0.9999999999999999,-1.0,1.0000000000000002,-1,-1.0,-1.0,0.24734082199540341,-1.0,-1.0,0.04946816439908086,0.5842197260015323,0.8866053798185998,0.9999999999999998,-1.0,1.0,0.7921098630007657,0.3763295890022982,-1,0.1881647945011491,-0.8181818181818182,0.24734082199540364,-0.9999999999999999,-0.7047871980004178,-0.9999999999999999,-1.0,-1,-1.0,0.2401418228269121,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8,-0.9573587571084426,-0.9589968158621713,-0.9670589796458388,-0.9830741576504894,-0.9821372841317315,-1.0,-0.977701724056432,-1.0,1
2036,1,-1,0.5,1.0,1.0,-1.0,1.0,0.9999999999999999,-1.0,0.8181818181818183,-1,-1.0,-1.0,0.9297339367259153,-1.0,-1.0,-0.19999999999999996,1.0,-0.06855170714006398,0.8640844840924624,-1.0,1.0,0.9999999999999998,1.0,-1,1.0,-0.7767548827311832,-1.0,-0.9999999999999999,0.06855170714006409,-0.9999999999999999,-1.0,-1,-1.0,0.32306208143061976,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.6000000000000001,-0.8700530325807097,-0.9077503496909988,-0.925888740779691,-0.9486136135029459,-0.9457692915638314,-1.0,-0.9320471651139091,-1.0,1
1276,1,1,-1.0,1.0,-1.0,1.0,-1.0,0.4285714285714285,-1.0,1.0000000000000002,-1,-1.0,-1.0,0.9999999999999999,-1.0,-1.0,-0.6,-0.33333333333333326,0.09090909090909105,0.29032258064516125,-1.0,1.0,0.0,0.0,-1,-0.5,-0.1636363636363637,-1.0,-0.9999999999999999,0.09090909090909105,-0.9999999999999999,-1.0,-1,-1.0,-0.19999999999999996,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8,-0.5034592359107285,-0.7135893020989221,-0.7699041957935389,-0.8026456997357178,-0.791721811050447,-1.0,-0.7403452098462624,-1.0,1
427,1,-1,1.0,1.0,-1.0,1.0,0.0,0.9999999999999999,-1.0,0.8181818181818183,-1,-1.0,-1.0,-0.1428571428571429,-1.0,-1.0,-0.19999999999999996,0.3333333333333335,0.2727272727272727,0.41935483870967727,-1.0,1.0,0.0,0.0,-1,0.0,0.709090909090909,-1.0,-0.9999999999999999,-0.2727272727272727,-0.9999999999999999,-1.0,-1,-1.0,-0.2799999999999998,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.6000000000000001,-0.7335786682731849,-0.7901893905313936,-0.8314429549227613,-0.8941530758499401,-0.8882942725933772,-1.0,-0.8606809752894233,-1.0,1
525,1,1,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0000000000000002,-1,-1.0,1.0,0.4285714285714285,-1.0,-1.0,-1.0,1.0,-0.09090909090909083,0.9999999999999998,-1.0,1.0,-0.33333333333333326,1.0,-1,0.5,-0.8181818181818182,-1.0,-0.9999999999999999,0.2727272727272727,-0.9999999999999999,-1.0,-1,-1.0,-0.6799999999999999,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8,-1.0,-1.0,-1.0,-0.9976010364211649,-0.9974682497979999,-0.9974650558322994,-1.0,-1.0,1
803,1,-1,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0000000000000002,-1,1.0,-1.0,0.9999999999999999,-1.0,-1.0,-1.0,-0.33333333333333326,0.2727272727272727,-0.3548387096774195,-1.0,1.0,0.33333333333333326,0.0,-1,-0.5,0.9636363636363636,-1.0,-0.9999999999999999,-0.09090909090909083,-0.9999999999999999,-1.0,-1,-1.0,-0.06666666666666665,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8,-1.0,-1.0,-1.0,-0.802612535990884,-0.7916868116372715,-0.7887365769389427,-1.0,-1.0,1
1738,1,-1,1.0,1.0,-1.0,-1.0,0.9802249004836558,-0.9660998294005527,-1.0,0.9928090547213293,-1,1.0,-1.0,0.9999999999999999,-1.0,-1.0,-0.9762698805803869,0.9868166003224372,0.4473545092667841,0.9999999999999998,-1.0,1.0,0.33333333333333326,0.9802249004836558,-1,0.4901124502418279,0.8909090909090909,-1.0,-0.9999999999999999,-0.2727272727272727,-0.9999999999999999,-1.0,-1,-1.0,0.06666666666666687,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.7920899601934623,-0.9975872480473087,-0.9977691264661452,-0.9982077672251194,-0.8822024878082394,-0.8756821996317702,-0.8762488529766578,-0.9987383058002944,-1.0,1
375,1,1,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0000000000000002,-1,-1.0,-1.0,-0.1428571428571429,-1.0,-1.0,-1.0,-0.33333333333333326,0.2727272727272727,0.9999999999999998,-1.0,1.0,0.6666666666666667,0.0,-1,-0.5,-0.8181818181818182,1.0,-0.9999999999999999,-0.09090909090909083,-0.9999999999999999,-1.0,-1,-1.0,0.1200000000000001,0.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8,-1.0,-1.0,-1.0,-0.9985510489424259,-0.9984708470920358,-0.9984832688715131,-1.0,-1.0,1
1588,1,1,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0000000000000002,-1,-1.0,-1.0,0.7251519908992451,-0.03803196814735754,-1.0,-1.0,1.0,0.4683752611444938,-0.29032258064516125,-1.0,1.0,0.0,1.0,-1,0.7595079920368395,-0.016798837521914356,-1.0,-0.9999999999999999,-0.2865570793263118,-0.9999999999999999,-1.0,-1,-1.0,-0.31949290709136857,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8,-1.0,-1.0,-1.0,-0.9273228469708598,-0.9233000457013831,-0.9227321382758727,-1.0,-1.0,1
2001,-1,-1,-0.5,0.34608210843324394,-1.0,-1.0,-1.0,0.230810223752432,-0.34608210843324394,0.8216587568454301,-1,-1.0,-1.0,0.13739338210003826,-1.0,-1.0,0.6000000000000001,-0.9999999999999999,0.5769165553121132,0.07938132530104625,-1.0,1.0,0.6666666666666667,-1.0,-1,-1.0,-0.5041892825848404,1.0,-0.7820273694777478,-0.5734396166485011,-0.9999999999999999,-0.6730410542166219,-1,-0.6730410542166219,0.20000000000000018,-0.6730410542166219,0.1428571428571428,-0.8692164216866486,-1.0,-0.6038246325299732,-0.20649643471856072,-0.6633609049266085,-0.6565597132306581,-0.5012510162072442,-0.6635573897816811,-1.0,-0.41907508222090173,-1.0,1
1648,1,-1,0.0,1.0,-1.0,-1.0,-0.3434595696348406,-0.531042549739172,-1.0,1.0000000000000002,-1,1.0,-1.0,0.6248340397913376,-1.0,-1.0,-0.7373838278539362,0.10436028691010613,0.2727272727272727,-0.3548387096774195,-1.0,1.0,0.33333333333333326,0.3282702151825796,-1,-0.007594677226130386,0.9636363636363636,-1.0,-0.9999999999999999,-0.09090909090909083,-0.9999999999999999,-1.0,-1,-1.0,-0.04915892185692883,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8,-0.9644246400307473,-0.9662439626909909,-0.972881171658912,-0.8533731603403714,-0.8452571209504907,-0.8580880662874043,-0.9813966681176789,-1.0,1
1592,-1,-1,1.0,-0.6336702175832438,1.0,-1.0,-1.0,0.19518996891667928,0.6336702175832438,1.0000000000000002,-1,-1.0,-1.0,0.4285714285714285,-1.0,-1.0,0.9267340435166489,-0.33333333333333326,0.8001837550454058,-0.34302161992204017,-1.0,1.0,0.9999999999999998,0.0,-1,-0.5,-0.39820019368635884,-1.0,-0.4554432608055854,-0.6183655732272237,-0.9999999999999999,-0.1831648912083781,-1,-0.1831648912083781,0.6097687941977803,-1.0,0.1428571428571428,-0.6732659564833511,-1.0,-0.8,-0.9647994365305068,-0.9748033631208423,-0.977283165981457,-0.9799231069107588,-0.9852498636226812,-1.0,-0.9759659358525873,-1.0,1
