,CL7R,CL1R,CL5R,MOD,CT2BIN,DEMOC,CL2R,FEMALE,COLGRD,CL9R,CON,WWWWHITE,SOMCOL,INDEP,BABS,REPUB,CL8R,AGE65PLM,COMHS,AGE4049M,IWER3,CD4A_A,W12EDUC3,PTYID3,W2TOTCL,WWWBLACK,STRATA,AGE3039,VPROUD,FIPCOM,DOG6R,LIB,DOG3R,AGE5059M,P17_A,CL7,W1TRUAM2,F3,DOG4R,CD7_A,WWWHOMLN,CD15,CT1A,PROUD,AGE1829,CL9,SEC5,COMPLET2,ADVDEG,GT2,CENSDIV,W2CIVLIB,EDUCAT4,WWWAGEC1,CL1,CL2,INCA,W1STATE,CL5,FIP2,X1,CL4A,WWWEDU3,INCOME,B1,MEANFR,CL6B,FIP1,WWWEDU5,CL10R,CD8,W2SECURE,SEC4,WWWHISP,CL8,WWWAGE,IWER1,CD6,CLPROP,WWWRACE3,WWWRACE4,NEWRACE,MNDOG,AGE6064M,V1_B,POLINT,RI2_A,LOPROU,B2,LTHS,DOG2R,USAWT2RC,DOG5R,USAWT1RV,DOG1R,WWWBRNUS,PFR5R,F5,PFR1R,DG3,W3IWER4_A
80,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0000000000000002,1,0.0,1.0,-1.0,1.0,-1.0,1.0,-0.5,-1.0,0.9999999999999998,-1.0,0.20000000000000018,-0.33333333333333326,-1.0,0.75,-1.0,-0.8,-0.9999999999999999,-1.0,-1.0,0.33333333333333326,-0.33333333333333326,1.0,-1.0,-1.0,0.35483870967741926,1.0000000000000002,1.0,-0.33333333333333326,0.1428571428571428,0.1428571428571428,-1.0,0.7037037037037037,0.1428571428571428,-0.9999999999999999,1.0,-1.0,1.0,-0.25,-0.9999999999999999,0.19999999999999996,-1.0,-1.0,0.5,1.0,0.25,-0.8,-0.9999999999999999,-1,0.1428571428571428,-0.47058823529411775,1.0,1.0,0.9718309859155216,0,-0.33333333333333326,0.0,-0.66666666666665,-1.0,-0.75,1.0,-1.0,1.0,-0.9999999999999999,-1.0,-1.0,-0.9782787109161598,-1.0,-0.9918908056642057,-0.25,1.0,-0.7142857142857142,-0.4285714285714285,-0.5,-0.4285714285714285,0
59,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,1.0,1.0,1.0,-1.0,0.5,-1.0,-1.0,0.33333333333333326,0.20000000000000018,1.0,-1.0,-0.75,-1.0,0.8,0.3333333333333335,-1.0,-1.0,0.33333333333333326,1.0,-1.0,-1.0,0.0,0.41935483870967727,-1.0,-0.33333333333333326,0.0,-0.9999999999999999,-0.9999999999999999,-1.0,0.7407407407407407,-0.9999999999999999,-0.9999999999999999,-1.0,0.0,0.0,-0.25,-0.9999999999999999,-0.7333333333333333,0.0,-1.0,-0.5,1.0,-1.0,-1.0,0.3333333333333335,-1,0.1428571428571428,-0.41176470588235303,1.0,-0.11111111111111116,-0.15492957746488512,-1,-0.9999999999999999,-1.0,-0.08333333333334991,-1.0,-1.0,1.0,1.0,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-0.9932395650167583,0.0,1.0,-0.9999999999999999,-0.1428571428571428,-0.75,-0.7142857142857142,0
11,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1,-1.0,-1.0,1.0,1.0,0.5,-1.0,0.5,-1.0,-1.0,-1.0,-0.19999999999999996,-0.33333333333333326,-1.0,0.75,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-0.33333333333333326,-1.0,-1.0,-1.0,0.29032258064516125,-1.0,1.0,0.0,-0.9999999999999999,-0.9999999999999999,-1.0,-0.5925925925925926,-0.9999999999999999,-0.9999999999999999,1.0,0.5,1.0,1.0,-0.9999999999999999,0.4666666666666668,0.5,-1.0,0.5,1.0,-1.0,-1.0,-0.9999999999999999,-1,-0.9999999999999999,-0.17647058823529438,1.0,-0.33333333333333337,-0.4366197183099234,-1,-0.9999999999999999,-1.0,-0.1666666666666501,-1.0,1.0,-0.33333333333333326,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-0.997213014017398,0.0,1.0,-0.1428571428571428,-0.9999999999999999,-0.25,-0.7142857142857142,0
87,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0000000000000002,-1,1.0,-1.0,-1.0,1.0,0.5,-1.0,-0.5,-1.0,0.0,-1.0,-0.19999999999999996,1.0,1.0,-0.75,-1.0,-0.8,-0.33333333333333326,1.0,1.0,0.33333333333333326,0.3333333333333335,-1.0,1.0,0.0,0.35483870967741926,0.4545454545454546,1.0,-0.6666666666666666,0.1428571428571428,1.0,-1.0,0.7037037037037037,0.1428571428571428,-0.9999999999999999,1.0,0.5,1.0,0.0,-0.9999999999999999,-0.7333333333333333,0.5,-1.0,1.0,1.0,0.25,-0.19999999999999996,-0.33333333333333326,-1,0.1428571428571428,-0.7647058823529413,1.0,-0.11111111111111116,0.9718309859155216,-1,-0.9999999999999999,-1.0,-0.08333333333334991,-1.0,-1.0,-0.33333333333333326,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,-0.6680316157380408,-0.25,-0.7746523600565667,-1.0,1.0,-0.9999999999999999,-0.1428571428571428,-0.75,-0.4285714285714285,0
65,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0000000000000002,-1,1.0,1.0,1.0,1.0,-0.5,1.0,-0.5,-1.0,0.9999999999999998,-1.0,-1.0,1.0,-1.0,0.75,1.0,-0.8,-0.33333333333333326,-1.0,-1.0,0.33333333333333326,1.0,1.0,-1.0,-1.0,0.35483870967741926,0.6363636363636365,1.0,-0.33333333333333326,-0.9999999999999999,0.1428571428571428,-1.0,0.7037037037037037,0.7142857142857144,-0.9999999999999999,-1.0,-1.0,1.0,-0.25,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,0.5,1.0,0.25,-0.4,1.0,-1,0.1428571428571428,-0.6470588235294119,1.0,1.0,0.7464788732394403,1,1.0,1.0,-0.5,-1.0,-0.75,1.0,-1.0,-1.0,0.1428571428571428,-1.0,-0.75,-1.0,-1.0,-1.0,-0.25,-1.0,-0.9999999999999999,-0.1428571428571428,-1.0,-0.4285714285714285,0
85,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,1.0,-1.0,1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,0.33333333333333326,1.0,0.3333333333333335,0.0,0.75,-1.0,0.40000000000000013,1.0,-1.0,-1.0,0.33333333333333326,-0.33333333333333326,-1.0,-1.0,-1.0,0.35483870967741926,-1.0,-0.33333333333333326,0.9999999999999998,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,0.1428571428571428,-0.9999999999999999,0.0,0.75,0.0,-0.25,-0.9999999999999999,-0.33333333333333326,0.75,0.0,-0.5,1.0,-0.25,-1.0,-0.9999999999999999,-1,-0.9999999999999999,0.4705882352941173,1.0,-0.11111111111111116,0.12676056338040653,-1,-0.9999999999999999,-1.0,0.0,-1.0,-0.75,0.3333333333333335,1.0,-1.0,-0.9999999999999999,-1.0,-0.5,-1.0,-1.0,-0.5309161049318125,0.0,1.0,-0.7142857142857142,-0.4285714285714285,-0.75,1.0,0
23,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,1.0000000000000002,-1,1.0,-1.0,1.0,1.0,1.0,-1.0,0.5,-1.0,-1.0,0.33333333333333326,-1.0,-0.33333333333333326,-0.5,-0.75,-1.0,0.40000000000000013,1.0,-1.0,-1.0,-1.0,-0.9999999999999999,1.0,-1.0,0.75,0.35483870967741926,-0.09090909090909083,0.3333333333333335,0.9999999999999998,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-0.9999999999999999,-0.9999999999999999,0.5,0.0,0.0,-0.25,-0.9999999999999999,-0.46666666666666656,0.5,-1.0,0.0,1.0,-1.0,0.40000000000000013,-0.9999999999999999,-1,0.1428571428571428,0.6176470588235294,-1.0,-0.7777777777777778,-0.267605633802799,-1,-0.9999999999999999,-1.0,0.3333333333333499,-1.0,-1.0,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,-1.0,-0.75,-1.0,-0.25,-1.0,0.0,1.0,-0.9999999999999999,-0.1428571428571428,-0.5,-0.7142857142857142,0
17,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1,0.0,1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.20000000000000018,-0.9999999999999999,-1.0,0.75,-1.0,-0.8,0.3333333333333335,-1.0,-1.0,0.33333333333333326,-0.9999999999999999,-1.0,-1.0,-1.0,0.29032258064516125,-1.0,-0.33333333333333326,-0.33333333333333326,-0.9999999999999999,-0.9999999999999999,-1.0,-0.14814814814814814,-0.9999999999999999,0.1428571428571428,0.5,0.0,0.0,0.75,-0.9999999999999999,1.0,-1.0,-1.0,-0.5,1.0,-1.0,-1.0,-0.9999999999999999,-1,0.1428571428571428,-0.5882352941176472,1.0,-0.11111111111111116,0.12676056338040653,0,-0.33333333333333326,0.0,0.0,-1.0,-0.75,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-0.924172022472458,0.0,1.0,-0.1428571428571428,-0.9999999999999999,-0.25,-0.9999999999999999,0
38,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,-1,1.0,-1.0,1.0,0.0,-0.5,-1.0,-0.5,-1.0,0.0,0.33333333333333326,-0.19999999999999996,0.3333333333333335,-0.5,0.75,-1.0,-0.8,0.3333333333333335,-1.0,1.0,-1.0,0.3333333333333335,-1.0,-1.0,0.0,-0.3548387096774195,-1.0,0.3333333333333335,-0.6666666666666666,0.1428571428571428,-0.9999999999999999,-1.0,-0.07407407407407407,-0.9999999999999999,-0.9999999999999999,0.5,0.0,0.0,0.5,-0.9999999999999999,0.06666666666666687,-1.0,0.0,0.0,1.0,-1.0,-1.0,-0.33333333333333326,-1,-0.9999999999999999,-0.7647058823529413,1.0,-0.11111111111111116,-0.4366197183099234,-1,-0.9999999999999999,-1.0,-0.25,-1.0,-0.75,1.0,-1.0,-1.0,-0.9999999999999999,-1.0,-0.75,-1.0,-0.75,-0.514645372777293,0.0,1.0,-0.7142857142857142,-0.4285714285714285,-0.25,-0.4285714285714285,0
3,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,1.0,-1.0,1.0,0.0,0.5,-1.0,1.0,-1.0,0.0,0.9999999999999998,-0.19999999999999996,0.3333333333333335,-1.0,-0.75,-1.0,0.40000000000000013,-0.9999999999999999,-1.0,-1.0,0.33333333333333326,0.3333333333333335,-1.0,-1.0,-1.0,0.9999999999999998,-1.0,0.3333333333333335,0.9999999999999998,-0.9999999999999999,-0.9999999999999999,0.0,-0.8148148148148148,0.1428571428571428,0.1428571428571428,0.0,-1.0,0.0,-0.5,-0.9999999999999999,0.06666666666666687,0.5,-1.0,0.0,1.0,-0.25,-1.0,-0.9999999999999999,-1,0.1428571428571428,0.8529411764705879,1.0,-0.11111111111111116,0.40845070422544505,-1,-0.9999999999999999,-1.0,-0.3333333333333499,-1.0,-1.0,1.0,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-0.6619937813053492,-0.75,1.0,-0.1428571428571428,-0.9999999999999999,-0.75,-0.9999999999999999,0
81,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0000000000000002,-1,-1.0,1.0,-1.0,1.0,0.5,1.0,-1.0,-1.0,0.9999999999999998,-1.0,-1.0,1.0,-1.0,0.75,-1.0,-0.8,0.3333333333333335,1.0,-1.0,0.33333333333333326,0.3333333333333335,-1.0,1.0,-1.0,-0.935483870967742,0.8181818181818183,1.0,-0.33333333333333326,0.1428571428571428,0.1428571428571428,-1.0,0.2962962962962963,0.1428571428571428,-0.9999999999999999,1.0,-1.0,1.0,0.75,0.1428571428571428,-0.9999999999999999,0.5,-1.0,1.0,1.0,-1.0,-0.6000000000000001,0.3333333333333335,-1,0.1428571428571428,-0.5000000000000002,1.0,-0.11111111111111116,0.9999999999999998,-1,-0.9999999999999999,-1.0,-0.75,-1.0,-0.75,0.3333333333333335,-1.0,-1.0,0.1428571428571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.9999999999999999,-0.1428571428571428,-1.0,-0.1428571428571428,0
32,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1,-1.0,-1.0,1.0,0.0,0.5,-1.0,0.5,-1.0,-1.0,0.33333333333333326,0.20000000000000018,-0.33333333333333326,-0.5,0.0,-1.0,0.40000000000000013,-0.33333333333333326,-1.0,-1.0,0.33333333333333326,1.0,-1.0,-1.0,-1.0,0.41935483870967727,-1.0,-0.9999999999999999,0.9999999999999998,-0.9999999999999999,-0.9999999999999999,0.0,0.7407407407407407,-0.9999999999999999,0.1428571428571428,0.0,0.0,-1.0,-0.75,-0.9999999999999999,-0.33333333333333326,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,0.3333333333333335,-1,0.1428571428571428,0.6764705882352939,1.0,0.5555555555555554,-0.4366197183099234,-1,-0.9999999999999999,-1.0,0.08333333333334991,-1.0,-0.75,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,1.0,-0.75,-1.0,-0.75,-0.9864791300340716,0.0,1.0,-0.9999999999999999,-0.1428571428571428,-1.0,-0.7142857142857142,0
7,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,-1.0,1.0,1.0,0.0,0.5,-1.0,-0.5,-1.0,-1.0,-1.0,0.20000000000000018,1.0,-1.0,0.75,-1.0,-0.8,-0.33333333333333326,-1.0,-1.0,0.33333333333333326,1.0,-1.0,-1.0,-1.0,0.41935483870967727,-1.0,-0.33333333333333326,-0.33333333333333326,-0.9999999999999999,0.1428571428571428,-1.0,0.7407407407407407,0.1428571428571428,-0.9999999999999999,0.5,0.5,0.0,-0.25,-0.9999999999999999,-0.8666666666666666,0.5,0.0,-0.5,1.0,-1.0,-1.0,0.3333333333333335,-1,0.1428571428571428,-0.6470588235294119,1.0,-0.11111111111111116,0.6901408450704831,-1,-0.9999999999999999,-1.0,-0.08333333333334991,-1.0,1.0,0.3333333333333335,1.0,-1.0,-0.9999999999999999,-1.0,-0.75,-1.0,-0.25,-0.9303906886316493,-0.25,1.0,-0.9999999999999999,-0.1428571428571428,-0.75,-0.4285714285714285,0
49,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,0.0,1.0,1.0000000000000002,-1,-1.0,-1.0,1.0,1.0,-1.0,1.0,-0.5,-1.0,0.9999999999999998,0.33333333333333326,0.20000000000000018,0.3333333333333335,-1.0,0.75,-1.0,0.40000000000000013,-0.33333333333333326,-1.0,-1.0,0.33333333333333326,0.3333333333333335,-1.0,-1.0,-1.0,0.41935483870967727,1.0000000000000002,0.3333333333333335,0.9999999999999998,0.1428571428571428,0.1428571428571428,0.0,0.7407407407407407,0.1428571428571428,-0.9999999999999999,0.0,-1.0,0.0,-0.5,-0.9999999999999999,-0.33333333333333326,0.5,-1.0,0.0,1.0,-1.0,-0.8,-0.9999999999999999,-1,0.1428571428571428,0.5882352941176467,1.0,-0.11111111111111116,0.6901408450704831,-1,-0.9999999999999999,-1.0,-0.1666666666666501,-1.0,-0.75,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,-1.0,-0.25,-0.9859816850101224,-0.25,-0.9889161672546369,-0.25,1.0,-0.7142857142857142,-0.4285714285714285,-0.75,-0.4285714285714285,0
27,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,-1.0,-1,1.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,0.33333333333333326,1.0,-0.33333333333333326,-1.0,1.0,1.0,0.40000000000000013,-0.33333333333333326,-1.0,-1.0,-1.0,-0.33333333333333326,1.0,1.0,-1.0,-0.3548387096774195,-1.0,1.0,0.9999999999999998,-0.9999999999999999,-0.9999999999999999,-1.0,-0.07407407407407407,-0.9999999999999999,-0.9999999999999999,0.5,0.5,1.0,0.5,-0.9999999999999999,-0.7333333333333333,0.0,0.0,1.0,-1.0,-1.0,-1.0,-0.9999999999999999,-1,-0.9999999999999999,0.5882352941176467,1.0,-0.11111111111111116,-1.0,-1,-0.9999999999999999,-1.0,0.6666666666666501,-1.0,1.0,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,-1.0,0.0,-1.0,0.0,-0.5892031241834452,0.0,1.0,-0.9999999999999999,-0.1428571428571428,-1.0,-0.9999999999999999,0
42,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1,1.0,-1.0,1.0,0.0,-0.5,-1.0,-0.5,-1.0,0.0,-1.0,-1.0,-0.33333333333333326,-1.0,0.75,-1.0,-0.8,0.3333333333333335,-1.0,-1.0,-1.0,-0.33333333333333326,-1.0,1.0,-1.0,-0.935483870967742,0.2727272727272727,1.0,0.0,-0.9999999999999999,0.1428571428571428,-1.0,0.5185185185185184,-0.9999999999999999,-0.9999999999999999,1.0,0.5,1.0,0.75,0.1428571428571428,-0.19999999999999973,0.0,0.0,1.0,1.0,0.25,0.0,-0.33333333333333326,-1,0.1428571428571428,-0.26470588235294135,1.0,0.5555555555555554,0.23943661971832042,0,-0.33333333333333326,0.0,-0.75,-1.0,-0.75,0.3333333333333335,-1.0,-1.0,0.1428571428571428,-1.0,-1.0,-1.0,-1.0,-1.0,-0.75,1.0,-0.7142857142857142,-0.4285714285714285,-0.5,-0.4285714285714285,0
73,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,1.0000000000000002,-1,1.0,-1.0,1.0,0.0,0.5,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-0.33333333333333326,-1.0,0.0,-1.0,0.40000000000000013,-0.33333333333333326,-1.0,-1.0,-1.0,-0.33333333333333326,-1.0,-1.0,-1.0,0.9354838709677418,0.2727272727272727,1.0,0.9999999999999998,-0.9999999999999999,-0.9999999999999999,-1.0,-0.8888888888888888,0.1428571428571428,0.1428571428571428,0.5,-1.0,1.0,0.5,-0.9999999999999999,-0.46666666666666656,0.0,-1.0,0.5,1.0,-1.0,0.0,-0.33333333333333326,-1,0.1428571428571428,0.3235294117647056,1.0,-0.7777777777777778,0.23943661971832042,-1,-0.9999999999999999,-1.0,-0.7,-1.0,-1.0,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-0.7142857142857142,-0.4285714285714285,-0.75,-0.1428571428571428,0
51,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0000000000000002,-1,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.75,-1.0,-0.8,1.0,-1.0,1.0,-1.0,0.3333333333333335,1.0,-1.0,0.0,-0.3548387096774195,-0.09090909090909083,1.0,-0.6666666666666666,-0.9999999999999999,-0.9999999999999999,-1.0,-0.07407407407407407,0.1428571428571428,-0.9999999999999999,0.5,-1.0,1.0,-0.25,-0.9999999999999999,-0.7333333333333333,0.5,-1.0,0.5,-1.0,0.25,0.40000000000000013,-0.33333333333333326,-1,-0.9999999999999999,-0.735294117647059,1.0,0.7777777777777777,-0.267605633802799,-1,-0.9999999999999999,-1.0,-0.75,-1.0,-1.0,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-0.25,1.0,-0.7142857142857142,-0.4285714285714285,-1.0,-0.1428571428571428,0
58,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.0,1.0000000000000002,1,0.0,-1.0,1.0,-1.0,-0.5,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-0.33333333333333326,-1.0,-1.0,-1.0,-0.8,-0.33333333333333326,-1.0,-1.0,0.33333333333333326,-0.33333333333333326,-1.0,-1.0,-1.0,-0.935483870967742,0.8181818181818183,1.0,0.0,0.1428571428571428,0.1428571428571428,0.0,0.5185185185185184,0.1428571428571428,0.1428571428571428,1.0,-1.0,1.0,-0.5,-0.9999999999999999,0.19999999999999996,0.5,0.0,0.5,1.0,-0.75,-0.6000000000000001,-0.9999999999999999,-1,0.1428571428571428,-0.23529411764705888,1.0,-1.0,0.9999999999999998,0,-0.33333333333333326,0.0,-0.3333333333333499,-1.0,-0.75,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,-1.0,-0.25,-1.0,-0.75,-1.0,-0.25,1.0,-0.4285714285714285,-0.7142857142857142,-0.5,-0.1428571428571428,0
83,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0000000000000002,-1,1.0,1.0,1.0,1.0,0.5,-1.0,1.0,-1.0,0.0,0.33333333333333326,-1.0,1.0,1.0,-0.75,-1.0,-0.8,-0.9999999999999999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.4545454545454545,-0.33333333333333326,-0.33333333333333326,0.1428571428571428,-0.9999999999999999,-1.0,0.8148148148148147,-0.9999999999999999,-0.9999999999999999,-0.5,0.5,0.0,0.5,1.0,-0.9999999999999999,0.5,-1.0,-0.5,-1.0,-1.0,0.8,0.3333333333333335,-1,-0.9999999999999999,-0.4411764705882355,1.0,-0.7777777777777778,-0.7746478873239186,-1,-0.9999999999999999,-1.0,0.8333333333333499,-1.0,-1.0,-0.33333333333333326,-1.0,-1.0,-0.9999999999999999,-1.0,0.0,-1.0,-0.25,-1.0,0.0,1.0,-0.9999999999999999,-0.1428571428571428,-1.0,-0.9999999999999999,0
9,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,1.0000000000000002,1,0.0,1.0,-1.0,-1.0,-1.0,-1.0,0.5,-1.0,-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.0,-1.0,-0.8,-0.9999999999999999,1.0,-1.0,-1.0,-0.33333333333333326,-1.0,-1.0,0.0,0.29032258064516125,0.4545454545454546,0.3333333333333335,-0.33333333333333326,-0.9999999999999999,0.1428571428571428,-1.0,-0.5555555555555556,-0.9999999999999999,0.1428571428571428,0.5,0.5,0.0,0.0,-0.9999999999999999,0.06666666666666687,0.0,0.0,0.0,1.0,-1.0,-0.19999999999999996,-0.33333333333333326,-1,0.1428571428571428,-0.5294117647058825,1.0,-1.0,0.49295774647888013,0,-0.33333333333333326,0.0,-0.25,-1.0,-0.75,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,-1.0,-0.25,-1.0,-1.0,-1.0,-0.25,1.0,-0.9999999999999999,-0.1428571428571428,-0.5,-0.7142857142857142,0
24,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0000000000000002,-1,-1.0,1.0,1.0,1.0,-1.0,1.0,-0.5,-1.0,0.9999999999999998,-1.0,0.20000000000000018,0.3333333333333335,-1.0,0.75,-1.0,-0.8,0.3333333333333335,-1.0,-1.0,0.33333333333333326,-0.33333333333333326,-1.0,-1.0,0.0,0.9999999999999998,0.09090909090909105,1.0,-0.33333333333333326,-0.9999999999999999,-0.9999999999999999,-1.0,-0.8148148148148148,0.1428571428571428,-0.9999999999999999,0.5,0.5,1.0,0.75,-0.9999999999999999,-0.33333333333333326,0.5,-1.0,0.5,1.0,0.25,0.19999999999999996,-0.33333333333333326,-1,0.1428571428571428,-0.7058823529411766,1.0,0.5555555555555554,0.40845070422544505,1,1.0,1.0,-0.66666666666665,-1.0,-0.75,1.0,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,-0.9793125197038216,-1.0,-0.9833661889520438,-0.25,1.0,-0.7142857142857142,-0.4285714285714285,-0.75,-0.4285714285714285,0
