,COUNTY,USAWT2RC,W1STATE,WWWHISP,CENSDIV,F2,STRATA,WWWRACE3,WWWBLACK,WWWAGE,WWWEDU5,W3IWER4_A
1196,-0.9867636730119423,-0.213829803220127,-0.13629678221433683,0.7132033286546886,-0.14147897028264445,0.9536083519556543,-0.05122643122484738,-0.6762451092689872,0.3398226613529447,-0.42884269094376826,-0.5183069476000755,1
1263,-0.9705161635097507,0.7216326492808676,0.925478413540846,0.3762463503962322,0.9226989159979249,0.9863767579291329,-0.9361793941480876,-0.9772190850710751,0.9555061164954792,0.28200971291336385,-0.9692281948111363,1
1245,-0.9805575924940231,0.15465516480419517,0.26512554320907156,0.583039008946791,0.26515458511938594,0.9720177964132293,-0.3875924089085434,-0.7908426796086596,0.5742823252232113,-0.1648746246276629,-0.6874781911138468,1
1219,-0.9967125858180425,-0.776131482142869,-0.793162105040132,0.9186207098297735,-0.7921919299437604,0.9450725797910162,0.4940076982949461,-0.49066556994291,-0.038650191507442755,-0.8788309916814238,-0.23808451121031232,1
377,-0.8182885636862526,-0.9884252822453536,-0.9755107272289392,0.9938969014407695,-0.8674921410243854,0.9462791857665852,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.6289580254694329,-0.13588952819195393,1
80,0.30916507348304756,-0.9990930494708254,-0.7857188632532177,0.9938969014407695,-0.9595557083870077,0.9552326548054876,0.6781980491723477,-0.4179956126388207,-0.162489497784805,-0.23712082150844427,-0.140772260039296,1
1257,-0.9956520188537173,-0.7284031743280486,-0.7184447120176839,0.8986158128046615,-0.7231320462272111,0.9375400528763713,0.43382581620784544,-0.5114149005062316,0.002850393487008218,-0.8183403149145615,-0.27109886686363943,1
38,-0.015340001837980566,-1.0,-0.8408197269881046,0.9938969014407695,-0.9157159144048066,0.9373257167276827,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.16093025407158534,-0.14565499188663805,1
1293,-0.9973031068885069,-0.8119270455346848,-0.8297595638334068,0.9307396479859851,-0.8307058405067965,0.9397886655009184,0.525237420771556,-0.48101771556150724,-0.06044516352427197,-0.899571759106816,-0.22213479524224217,1
1083,0.9269518671351635,-0.9881115312700767,-0.6816394539762092,0.9938969014407695,-0.8280363264404045,0.9552326548054876,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.378617589605468,-0.140772260039296,1
67,0.7448398221798853,-0.9990935783512833,-0.7122510449400352,0.9938969014407695,-0.8674921410243854,0.9552326548054876,0.6766395558522332,-0.42323271663682127,-0.16468075271960902,-0.49834562414910333,-0.13588952819195393,1
1142,-0.9713346292085316,0.6844698488641587,0.8701752039013337,0.39115766847032907,0.8697991030683341,0.9863133965542749,-0.8909049919775738,-0.9635475234364019,0.9243729498779856,0.24293470996251698,-0.943572618808628,1
1101,0.9618058470309105,-0.9689650634854633,-0.675517135783444,0.9938969014407695,-0.8762600998208256,0.9552326548054876,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.6071892919160446,-0.140772260039296,1
999,0.30916507348304756,-0.9990930494708254,-0.7857188632532177,0.9938969014407695,-0.9595557083870077,0.9552326548054876,0.6781980491723477,-0.4179956126388207,-0.162489497784805,-0.23712082150844427,-0.140772260039296,1
396,0.05625588186453312,-1.0,-0.8285750906025742,0.9938969014407695,-0.9157159144048066,0.9552326548054876,0.6781980491723477,-0.4179956126388207,-0.162489497784805,-0.33508012249869146,-0.1505377237339801,1
1093,-0.7808931477564407,-0.9975757644518994,-0.969388409036174,0.9938969014407695,-0.8280363264404045,0.9552326548054876,0.6766395558522332,-0.4179956126388207,-0.162489497784805,-0.26977392183852666,-0.1505377237339801,1
1018,-0.11020817836671692,-0.996732860719563,-0.8591866815664002,0.9938969014407695,-0.8762600998208256,0.9373257167276827,0.6781980491723477,-0.4179956126388207,-0.162489497784805,-0.40038632315885625,-0.140772260039296,1
998,0.9252817805984923,-1.0,-0.6816394539762092,0.9938969014407695,-0.8280363264404045,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.378617589605468,-0.13588952819195393,1
1037,-0.11020817836671692,-0.9992428916225597,-0.8591866815664002,0.9938969014407695,-0.8762600998208256,0.9641861238443901,0.6781980491723477,-0.42323271663682127,-0.16468075271960902,-0.40038632315885625,-0.13588952819195393,1
96,-0.3433304751485833,-0.9957792471082364,-0.8959205907229915,0.9938969014407695,-0.9200998938030267,0.9641861238443901,0.6781980491723477,-0.4179956126388207,-0.162489497784805,-0.378617589605468,-0.14565499188663805,1
1019,0.9256448428890729,-1.0,-0.6816394539762092,0.9938969014407695,-0.8280363264404045,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.3459644892753856,-0.14565499188663805,1
326,0.3082937239856538,-0.9590985025585297,-0.7857188632532177,0.9938969014407695,-0.9595557083870077,0.9552326548054876,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.3133113889453032,-0.14565499188663805,1
1211,-0.9777641135831842,0.31005288625066174,0.4521239874063496,0.5252827488379752,0.44801394064609723,0.9690604583556988,-0.5419057917232151,-0.8445555197173038,0.681316381957776,-0.031660295632359614,-0.7667886467991029,1
1013,0.1983584623978183,-0.990776272857049,-0.8040858178315133,0.9938969014407695,-0.9639396877852278,0.9462791857665852,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.40038632315885625,-0.13100679634461188,1
199,-0.5236998211090741,-1.0,-0.9265321816868175,0.9938969014407695,-0.8762600998208256,0.9552326548054876,0.6781980491723477,-0.4179956126388207,-0.162489497784805,-0.30242702216860906,-0.140772260039296,1
1217,-0.9864620137642135,-0.18346290349759575,-0.11869567792510816,0.7045697434716888,-0.12199696613194821,0.9560078102062932,-0.0672965386923029,-0.6824078523796105,0.3510634086372143,-0.4189620422855884,-0.5241487395930613,1
305,0.9269518671351635,-0.9881115312700767,-0.6816394539762092,0.9938969014407695,-0.8280363264404045,0.9552326548054876,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.378617589605468,-0.140772260039296,1
252,0.27184227001135164,-0.9998667342019426,-0.7918411814459829,0.9938969014407695,-0.8324203058386246,0.9641861238443901,0.6766395558522332,-0.42323271663682127,-0.16468075271960902,-0.5309987244791858,-0.14565499188663805,1
378,-0.5634914481567186,-0.999865946641642,-0.9326544998795827,0.9938969014407695,-0.8762600998208256,0.9641861238443901,0.6766395558522332,-0.42323271663682127,-0.16468075271960902,-0.20446772117836187,-0.13588952819195393,1
1283,-0.9907044899214118,-0.44286566756239076,-0.3929643413453966,0.7954187787619323,-0.4001987759564495,0.944268534788208,0.16285080427586873,-0.6027135672067276,0.1906415532766242,-0.5989432663491111,-0.41008724523020784,1
262,0.8559368830975789,-0.9786318886265879,-0.6938840903617396,0.9938969014407695,-0.8762600998208256,0.9552326548054876,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.4548081570423269,-0.140772260039296,1
990,-0.3791284169998401,-1.0,-0.9020429089157567,0.9938969014407695,-0.9200998938030267,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.43303942348893865,-0.13100679634461188,1
1270,-0.9800557648000094,0.17104981745128134,0.3053835968283074,0.5737842507723863,0.29757941614273875,0.9594508846496285,-0.4184625431055291,-0.8024688171415746,0.5951175031035199,-0.1250345637612147,-0.7053370123195923,1
1246,-0.9900241746981729,-0.4015799151895787,-0.35056563434133237,0.7809391923303005,-0.3541834482524938,0.9490152499869867,0.1272726105310069,-0.6162833011471648,0.21606948594582254,-0.5738313384884237,-0.42664834574325006,1
349,0.529471271407415,-0.8791473393871061,-0.7489849540966265,0.9938969014407695,-0.9595557083870077,0.9373257167276827,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.2806582886152208,-0.14565499188663805,1
1122,0.27068047068149337,-0.9760324035212169,-0.7918411814459829,0.9938969014407695,-0.8324203058386246,0.9552326548054876,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.09562405341142066,-0.14565499188663805,1
114,0.1319906756796667,-0.9839041354928536,-0.8163304542170438,0.9938969014407695,-0.9157159144048066,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.33508012249869146,-0.140772260039296,1
310,0.7448398221798853,-1.0,-0.7122510449400352,1.0000000000000002,-0.8674921410243854,0.9552326548054876,0.6766395558522332,-0.42323271663682127,-0.16468075271960902,-0.25888955506183253,-0.14565499188663805,1
1087,0.4171397987017471,-0.9884481119107026,-0.7673519086749221,0.9938969014407695,-0.9200998938030267,0.9552326548054876,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.49834562414910333,-0.13588952819195393,1
1062,-0.054332891846347486,-0.9859204594901835,-0.8469420451808698,0.9938969014407695,-0.9200998938030267,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.5745361915859623,-0.13588952819195393,1
1210,-0.9704798262573036,0.7385457779034537,0.9242705037777774,0.37299793297766703,0.9247834735847067,0.9914919262896259,-0.9370777346580461,-0.9775967885019612,0.9562177661236586,0.2757525638912699,-0.9672633601511311,1
182,0.420697809149438,-1.0,-0.7673519086749221,0.9938969014407695,-0.9200998938030267,0.9552326548054876,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.3895019563821621,-0.140772260039296,1
1161,-0.9956658597171633,-0.727262451574807,-0.7197549157630075,0.898476508108658,-0.7242739974037706,0.9389175255795346,0.4346736226860467,-0.5105893659882516,0.0020705513472392134,-0.8216576211500938,-0.27073727753352905,1
1045,-0.5231915339022611,-0.985148602913399,-0.9265321816868175,0.9938969014407695,-0.8762600998208256,0.9552326548054876,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.2806582886152208,-0.140772260039296,1
1237,-0.9883473937573279,-0.3019020583193799,-0.240963891438713,0.7457643084210395,-0.24517430476106117,0.9514297064526972,0.03546109747551007,-0.6470402992539528,0.2797383881811326,-0.49877835146899896,-0.47334921050667994,1
1046,0.8791365634656856,-0.9967449723572203,-0.6938840903617396,0.9938969014407695,-0.8762600998208256,0.9552326548054876,0.6781980491723477,-0.4179956126388207,-0.162489497784805,-0.22623645473175014,-0.1505377237339801,1
1082,-0.7800944107171631,-0.967659752536467,-0.969388409036174,0.9938969014407695,-0.8280363264404045,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.4112706899355504,-0.13588952819195393,1
127,0.31025426035478954,-0.9697868348467703,-0.7857188632532177,0.9938969014407695,-0.9595557083870077,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.4221550567122445,-0.14565499188663805,1
49,-0.5623296488268603,-0.970297205826798,-0.9326544998795827,0.9938969014407695,-0.8762600998208256,0.9552326548054876,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.215352087955056,-0.140772260039296,1
1300,-0.9839239448758428,-0.05642419235742213,0.05062730033008722,0.655155374965823,0.04484169270869853,0.9583351229011718,-0.20615178710927973,-0.7288224617069834,0.44751513776793184,-0.3036638367344361,-0.5983046334879664,1
1040,-0.7808931477564407,-1.0,-0.969388409036174,0.9938969014407695,-0.8280363264404045,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.5418830912558799,-0.13588952819195393,1
1078,-0.6006690267121821,-0.9991058408335666,-0.9387768180723479,0.9938969014407695,-0.8762600998208256,0.9641861238443901,0.6781980491723477,-0.4179956126388207,-0.162489497784805,-0.1500458872948912,-0.13100679634461188,1
1314,-0.9731811701344646,0.577725984785386,0.7469770026312441,0.43016414742499465,0.7491070852794015,0.9878722076252306,-0.7888710507059662,-0.9279545389390041,0.8536853847950125,0.15603997499750988,-0.8917129641201984,1
1168,-0.9889516994613455,-0.33548509683999006,-0.2812914489143853,0.7582315607005751,-0.28508399660665285,0.952435782279574,0.06869008893276174,-0.6348432713560215,0.2564761654215584,-0.5284617349665913,-0.4567073842862922,1
1191,-0.9889013739843543,-0.33247876786065145,-0.2783880747824128,0.7569433502151954,-0.2810100719037262,0.9535782637345565,0.0664414315328078,-0.6363773594103064,0.25826150856881785,-0.5283442317699587,-0.4572989878665202,1
407,0.0594508300216432,-0.9860531116606626,-0.8285750906025742,0.9938969014407695,-0.9157159144048066,0.9552326548054876,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.5527674580325741,-0.13588952819195393,1
963,0.01820695381167603,-0.9674824974524621,-0.8346974087953394,0.9938969014407695,-0.8718761204226055,0.9552326548054876,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.49834562414910333,-0.13100679634461188,1
1063,-0.018026662788277692,-0.9353128464146916,-0.8408197269881046,0.9938969014407695,-0.9157159144048066,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.5963049251393505,-0.14565499188663805,1
373,0.41597799937188884,-0.9346975915194323,-0.7673519086749221,0.9938969014407695,-0.9200998938030267,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.3459644892753856,-0.1505377237339801,1
1207,-0.981202657391411,0.0938169329943992,0.2309028345428934,0.5997189739910556,0.22308695273108192,0.959143681670813,-0.3553983544216801,-0.7800366375923993,0.551303705740569,-0.17752801656185757,-0.675240553853602,1
1276,-0.9800116717002904,0.18457669120653986,0.30405676447216967,0.5710392253713676,0.300723310548219,0.967847532679629,-0.41897953597630666,-0.8021175245821384,0.5956026579665571,-0.1360037155299666,-0.7039291738645848,1
175,0.5284546969937891,-1.0,-0.7489849540966265,0.9938969014407695,-0.9595557083870077,0.9552326548054876,0.6781980491723477,-0.4179956126388207,-0.162489497784805,-0.12827715374150306,-0.140772260039296,1
1174,-0.9800509317991808,0.17406833808224942,0.30451199604799584,0.5733167587868007,0.29758182433454694,0.9622987225021621,-0.4182854242968099,-0.8015412401662206,0.5948503502878295,-0.1291643651569251,-0.7052819534384402,1
1055,0.743678022850027,-1.0,-0.7122510449400352,1.0000000000000002,-0.8674921410243854,0.9641861238443901,0.6766395558522332,-0.42323271663682127,-0.16468075271960902,-0.25888955506183253,-0.14565499188663805,1
32,-0.2347022378068384,-0.9770059443794318,-0.8775536361446958,0.9938969014407695,-0.8718761204226055,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.6507267590228212,-0.14565499188663805,1
266,-0.05513162888562506,-1.0,-0.8469420451808698,0.9938969014407695,-0.9200998938030267,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.7813391603431508,-0.140772260039296,1
1144,-0.9849975724099792,-0.10820752383680532,-0.023320225379333204,0.6759789067988609,-0.02500336187861818,0.9617511830530567,-0.14601833446014312,-0.7089150775609581,0.406156805796554,-0.3581920047827746,-0.5654351147290368,1
996,0.8583330942154115,-0.9788161015876287,-0.6938840903617396,0.9938969014407695,-0.8762600998208256,0.9462791857665852,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.4765768905957152,-0.13588952819195393,1
1199,-0.9705344141263597,0.7296226230177816,0.9241335512864659,0.374851697014533,0.9207761086275872,0.984567724715528,-0.9358460835649773,-0.9775986664307934,0.9550899064517102,0.28306707560080024,-0.9676563717858774,1
19,0.7448398221798853,-0.99984378596659,-0.7122510449400352,0.9938969014407695,-0.8674921410243854,0.9641861238443901,0.6766395558522332,-0.42323271663682127,-0.16468075271960902,-0.4221550567122445,-0.13588952819195393,1
1148,-0.9811736438747449,0.10625043296902348,0.22958366255802964,0.5974014430043457,0.22466739549936743,0.9647656108150953,-0.35586312482952187,-0.779596123435463,0.551612586555506,-0.18475002045439237,-0.6740340267610749,1
1234,-0.9862306014411828,-0.19021877966103606,-0.09846800048054816,0.7029466522731287,-0.10636733303783297,0.9497433273013723,-0.08143422478536111,-0.6871067100095305,0.360684019540473,-0.3990737750839628,-0.5347130785964784,1
1152,-0.9715654387914314,0.6659086735662596,0.8557176544092631,0.3972171841113816,0.8539022275777362,0.98602177455636,-0.8786451742853358,-0.9576599768115744,0.9155094279867015,0.23336006786235175,-0.9391459294667421,1
342,-0.5236998211090741,-0.9997183498900944,-0.9265321816868175,0.9938969014407695,-0.8762600998208256,0.9552326548054876,0.6781980491723477,-0.42323271663682127,-0.16468075271960902,-0.6180736586927388,-0.13588952819195393,1
1086,0.7494144070412021,-1.0,-0.7122510449400352,0.9938969014407695,-0.8674921410243854,0.9552326548054876,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.4765768905957152,-0.14565499188663805,1
113,-0.12752624962741632,-1.0,-0.8591866815664002,0.9938969014407695,-0.8762600998208256,0.9552326548054876,0.6781980491723477,-0.4179956126388207,-0.162489497784805,-0.25888955506183253,-0.140772260039296,1
1050,0.9999273875418837,-1.0,-0.6693948175906788,0.9938969014407695,-0.9200998938030267,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.6724954925762094,-0.13588952819195393,1
1119,0.749922694248015,-0.9881868782140992,-0.7122510449400352,0.9938969014407695,-0.8674921410243854,0.9552326548054876,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.5527674580325741,-0.13100679634461188,1
1262,-0.9967495634818786,-0.776802306509274,-0.7927653071500598,0.9186786050337155,-0.795614756510125,0.9386025054268518,0.4940721797194684,-0.49095483591147326,-0.03919441088223427,-0.8722740641859421,-0.23820342982557477,1
425,-0.3796367042066531,-1.0,-0.9020429089157567,0.9938969014407695,-0.9200998938030267,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.6289580254694329,-0.13588952819195393,1
1017,0.1319906756796667,-0.9839041354928536,-0.8163304542170438,0.9938969014407695,-0.9157159144048066,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.33508012249869146,-0.140772260039296,1
1134,0.7477443205045309,-1.0,-0.7122510449400352,1.0000000000000002,-0.8674921410243854,0.9641861238443901,0.6766395558522332,-0.42323271663682127,-0.16468075271960902,-0.7378016932363742,-0.14565499188663805,1
982,-0.051718843354166544,-1.0,-0.8469420451808698,0.9938969014407695,-0.9200998938030267,0.9552326548054876,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.4439237902656328,-0.14565499188663805,1
159,0.4171397987017471,-1.0,-0.7673519086749221,0.9938969014407695,-0.9200998938030267,0.9552326548054876,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.5309987244791858,-0.13588952819195393,1
1209,-0.983857590278497,-0.0362892544011153,0.05195301165628252,0.6508501881888058,0.049295643457787364,0.9607809121025526,-0.20900404676526307,-0.7313459585423236,0.44984755905916196,-0.30457571136498174,-0.5962955431102286,1
1068,-0.05513162888562506,-1.0,-0.8469420451808698,0.9938969014407695,-0.9200998938030267,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.7813391603431508,-0.140772260039296,1
1124,-0.23361305093509632,-1.0,-0.8775536361446958,0.9938969014407695,-0.8718761204226055,0.9462791857665852,0.6781980491723477,-0.42323271663682127,-0.16468075271960902,-0.2806582886152208,-0.14565499188663805,1
109,0.3499006624862018,-1.0,-0.7795965450604525,0.9938969014407695,-0.8762600998208256,0.9552326548054876,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.4548081570423269,-0.140772260039296,1
989,0.743678022850027,-1.0,-0.7122510449400352,1.0000000000000002,-0.8674921410243854,0.9641861238443901,0.6766395558522332,-0.42323271663682127,-0.16468075271960902,-0.5309987244791858,-0.140772260039296,1
1091,-0.30332101072659035,-1.0,-0.8897982725302263,0.9938969014407695,-0.9157159144048066,0.9552326548054876,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.1826989876249736,-0.13588952819195393,1
986,-0.41804869455009097,-0.9803348772324428,-0.9081652271085219,0.9938969014407695,-0.8324203058386246,0.9552326548054876,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.5418830912558799,-0.140772260039296,1
1187,-0.9849654953336408,-0.10310092296473361,-0.02081472345779445,0.674604368610167,-0.023127581142755593,0.9598112025711438,-0.1482641857350394,-0.7102662073998587,0.4076873005381574,-0.35413963923926195,-0.5658895553861238,1
1143,-0.9844650094012051,-0.07630509031698385,0.011585377360165072,0.6648002840712258,0.009513585778025302,0.9620508356921756,-0.17529344814982417,-0.7187460150200344,0.42645346512248095,-0.3335208177108697,-0.5802924073616631,1
1274,-0.9800749350385093,0.1703307935319225,0.303632921734734,0.5740686106883197,0.29599215016433034,0.9619551937866726,-0.41718875257515475,-0.8008551568475129,0.5939252458942724,-0.13034595737239119,-0.7053484860241896,1
1057,-0.23179773948219273,-1.0,-0.8775536361446958,0.9938969014407695,-0.8718761204226055,0.9462791857665852,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.3459644892753856,-0.14565499188663805,1
1259,-0.9694287516190556,0.786230068185356,0.9991844507168144,0.35288395060900624,0.9932286997893458,0.9819242732991227,-0.997216514188648,-0.9988785568396615,0.9976534687603065,0.3383089406268478,-1.0,1
180,-0.05019398173372758,-1.0,-0.8469420451808698,0.9938969014407695,-0.9200998938030267,0.9641861238443901,0.6781980491723477,-0.4179956126388207,-0.162489497784805,-0.30242702216860906,-0.1505377237339801,1
970,-0.2350653000974191,-1.0,-0.8775536361446958,0.9938969014407695,-0.8718761204226055,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.4112706899355504,-0.140772260039296,1
1297,-0.9900912361855988,-0.40321184809277677,-0.35565511028038643,0.7822784125238683,-0.3592037923360054,0.9495966816451287,0.1309461611614695,-0.6143375670972484,0.2134304909165367,-0.5770151353498316,-0.424806220118776,1
1031,0.4554791765870687,-0.9826934836295623,-0.7612295904821569,0.9938969014407695,-0.8674921410243854,0.9462791857665852,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.46569252381902104,-0.140772260039296,1
400,-0.38174246549202107,-1.0,-0.9020429089157567,0.9938969014407695,-0.9200998938030267,0.9373257167276827,0.6781980491723477,-0.4179956126388207,-0.162489497784805,-0.25888955506183253,-0.14565499188663805,1
1307,-0.976725251080455,0.36518759880317675,0.5227892308632247,0.5042211639395682,0.5153026996291112,0.967046265954207,-0.5999524385583461,-0.8635971187377441,0.7211412099568355,0.018771827238947658,-0.7978961323520137,1
356,0.19843107485593459,-1.0,-0.8040858178315133,0.9938969014407695,-0.9639396877852278,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.5201143577024916,-0.14565499188663805,1
1255,-0.9878254906066399,-0.27173750221032744,-0.2086665516988181,0.73537010837619,-0.21097691077850977,0.9564095258484009,0.0080124382682214,-0.6555012077180078,0.29896325983409905,-0.4806604380829278,-0.48753648349356726,1
1029,0.0556023697414878,-0.9521749577884008,-0.8285750906025742,0.9938969014407695,-0.9157159144048066,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.6833798593529036,-0.13588952819195393,1
107,-0.37767616783751734,-0.9859204594901835,-0.9020429089157567,0.9938969014407695,-0.9200998938030267,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.4765768905957152,-0.13588952819195393,1
116,-0.11020817836671692,-0.996732860719563,-0.8591866815664002,0.9938969014407695,-0.8762600998208256,0.9373257167276827,0.6781980491723477,-0.4179956126388207,-0.162489497784805,-0.40038632315885625,-0.140772260039296,1
1316,-0.9783075525057899,0.2868929065473991,0.4115175737324748,0.5357180174018772,0.41262716748720973,0.9783157744779406,-0.5098419604636004,-0.8323297635038316,0.6592613956892301,-0.0698907703077628,-0.7494281121930128,1
313,0.635993747463792,-1.0,-0.7306179995183308,0.9938969014407695,-0.8762600998208256,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.7595704267897625,-0.13588952819195393,1
1048,0.3076402118626085,-1.0,-0.7857188632532177,0.9938969014407695,-0.9595557083870077,0.9552326548054876,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.4112706899355504,-0.13100679634461188,1
1141,-0.9793564909621034,0.21938754245695424,0.34490550745195314,0.558637882942987,0.3439657391735762,0.9733730919947902,-0.4533766364405778,-0.8130450725894411,0.6198807301436914,-0.11152568212263225,-0.721890103590789,1
1036,0.3089472361086991,-1.0,-0.7857188632532177,0.9938969014407695,-0.9595557083870077,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.7704547935664566,-0.140772260039296,1
55,-0.27050017965809525,-1.0,-0.883675954337461,0.9938969014407695,-0.9157159144048066,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.30242702216860906,-0.14565499188663805,1
1147,-0.985501900810749,-0.13640964932367983,-0.056280187234420964,0.6862540919517623,-0.05838176996376343,0.9612123488019391,-0.11867283601980172,-0.699057609362634,0.3869266512718881,-0.3813549573608005,-0.5517762281902292,1
1088,-0.09151047040181104,-1.0,-0.853064363373635,0.9938969014407695,-0.9639396877852278,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.5854205583626564,-0.13588952819195393,1
1170,-0.990599397082899,-0.4214140784845607,-0.3905982675229591,0.7907696314971143,-0.39301453774492234,0.9506125257373296,0.15883514419558986,-0.6048552851060565,0.19388553742319437,-0.6031629182457094,-0.4090046751248483,1
1103,-0.38174246549202107,-1.0,-0.9020429089157567,0.9938969014407695,-0.9200998938030267,0.9641861238443901,0.6781980491723477,-0.42323271663682127,-0.16468075271960902,-0.1065084201881148,-0.14565499188663805,1
1163,-0.9766046875425911,0.37071703261625943,0.5289246277386528,0.5020287475908333,0.5246685589361302,0.9710497263109659,-0.6050037490306384,-0.8662723682051066,0.7252649259849613,0.01896763821962577,-0.7997059229908045,1
74,0.8583330942154115,-0.9788161015876287,-0.6938840903617396,0.9938969014407695,-0.8762600998208256,0.9462791857665852,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.4765768905957152,-0.13588952819195393,1
1111,-0.380653278620279,-1.0,-0.9020429089157567,0.9938969014407695,-0.9200998938030267,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.3133113889453032,-0.140772260039296,1
135,0.3089472361086991,-0.9612098266117945,-0.7857188632532177,0.9938969014407695,-0.9595557083870077,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.4874612573724093,-0.140772260039296,1
1221,-0.9767032089625083,0.3532890193574132,0.5254775540845567,0.506160929739121,0.517492414924847,0.9676354913048091,-0.600844120466473,-0.863211983503394,0.7218346704571381,0.019484652284809112,-0.8005695800277671,1
1301,-0.9906763971346148,-0.4512423718300642,-0.3906192868343815,0.7965421564157409,-0.3966659585739605,0.9446759884323244,0.1621261581508302,-0.6040709701270469,0.1917240404365711,-0.5975965053293324,-0.41100210553655053,1
304,-0.7800944107171631,-0.967659752536467,-0.969388409036174,0.9938969014407695,-0.8280363264404045,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.4112706899355504,-0.13588952819195393,1
371,-0.380653278620279,-1.0,-0.9020429089157567,0.9938969014407695,-0.9200998938030267,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.3133113889453032,-0.140772260039296,1
1080,-0.5612767681841764,-1.0,-0.9326544998795827,0.9938969014407695,-0.8762600998208256,0.9641861238443901,0.6766395558522332,-0.42323271663682127,-0.16468075271960902,-0.4765768905957152,-0.13588952819195393,1
1150,-0.988373815713027,-0.3009853689784463,-0.24434496445494314,0.7461678927621812,-0.24706787935861696,0.9547986095352475,0.03763080288231857,-0.6455307041863528,0.2782405937466313,-0.5045207285363755,-0.4721494633305058,1
1179,-0.9800595297098709,0.16621058233471264,0.30538107451093666,0.5746967914032137,0.29720039350982996,0.9611877488260661,-0.4181116347890066,-0.801082586015883,0.5946183720356067,-0.1280498701731756,-0.7065853737311545,1
