,WWWSEX,WWWWHITE,W2TOTCL,W12EDUC3,AGE65PLM,WWWBLACK,W2FIPCOM,AGE4049M,W1FIPCOM,AGE5059M,AGE3039,AGE1829,WWWHOMLN,W1TRUAM2,W2CIVLIB,EDUCAT4,WWWAGEC1,CENSDIV,WWWHISP,WWWBRNUS,WWWEDU3,WWWEDU5,W1STATE,W12RACE4,W2SECURE,WWWRACE4,AGE6064M,RAC3,WWWRACE3,WWWAGE,COMPLET2,IMPHISP,RACES,W12OTHET,W2MISSCL,USAWT1RV,RACWT1RV,USAWT2RC,RHWT2CC,USAWT2CC,USAWT2NC,RHWT2RC,MULT2,W3IWER4_A
430,1,-1,-1.0,1.0,-1.0,1,-1.0,1.0,-0.1428571428571429,-1.0,-1.0,-1.0,-1.0,0.6000000000000001,-1.0,1.0,0.0,-0.935483870967742,-1,-1.0,1.0,0.5,0.2727272727272727,-0.33333333333333326,-1.0,-0.33333333333333326,-1.0,0.0,0,-0.22666666666666657,0.0,0.1428571428571428,-0.5999999999999999,-1.0,-1.0,-0.9978485388073648,-0.9962991390002799,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
211,1,1,-1.0,0.0,1.0,-1,-1.0,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,-1.0,0.20000000000000018,-1.0,0.3333333333333335,0.9999999999999998,0.41935483870967727,-1,1.0,0.0,0.0,0.709090909090909,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1.0,-1,0.28,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-0.8601262603542624,-0.8876286366150632,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
166,1,-1,-1.0,-1.0,-1.0,1,-1.0,-1.0,0.4285714285714285,-1.0,1.0,-1.0,-1.0,0.6000000000000001,-1.0,-0.33333333333333326,-0.33333333333333326,0.29032258064516125,-1,1.0,0.0,-0.5,-0.1636363636363637,-0.33333333333333326,-1.0,-0.33333333333333326,-1.0,0.0,0,-0.6,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-1.0,-0.9787950534917295,-0.9635240645745089,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
54,1,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-0.1428571428571429,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-0.33333333333333326,0.6666666666666667,0.29032258064516125,1,-1.0,0.0,-0.5,-0.6000000000000001,0.3333333333333335,-1.0,0.3333333333333335,1.0,-1.0,-1,0.17333333333333356,0.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-0.9521627432220088,-0.9615686419883762,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
121,-1,1,-1.0,1.0,1.0,-1,-1.0,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,-1.0,0.6000000000000001,-1.0,1.0,0.9999999999999998,0.29032258064516125,-1,1.0,1.0,1.0,-0.5636363636363637,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1.0,-1,0.30666666666666687,0.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-0.9987266446394192,-0.9989770154262456,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
391,-1,1,-1.0,1.0,-1.0,-1,-1.0,1.0,0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-0.29032258064516125,-1,1.0,1.0,0.5,-0.3090909090909091,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1.0,-1,-0.3866666666666665,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-0.9320925282679557,-0.9454446903195114,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
325,1,-1,-1.0,0.0,-1.0,1,-1.0,1.0,0.4285714285714285,-1.0,-1.0,-1.0,-1.0,0.20000000000000018,-1.0,0.3333333333333335,0.0,-0.3548387096774195,-1,1.0,0.0,0.0,-0.09090909090909094,-0.33333333333333326,-1.0,-0.33333333333333326,-1.0,0.0,0,-0.17333333333333334,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-1.0,-0.9950802978733229,-0.9915373171532385,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
299,-1,-1,0.8181818181818183,-1.0,-1.0,1,0.4285714285714285,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.09090909090909083,-0.33333333333333326,0.33333333333333326,-0.3548387096774195,-1,1.0,0.0,-0.5,-0.38181818181818183,-0.33333333333333326,0.09090909090909105,-0.33333333333333326,-1.0,0.0,0,0.06666666666666687,0.0,0.1428571428571428,-0.5999999999999999,-1.0,-0.4285714285714286,-1.0,-1.0,-1.0,-0.8544224027563744,-0.9323195205847818,-0.9544234684330863,-1.0,-1.0,0
469,-1,-1,-1.0,1.0,-1.0,-1,-1.0,1.0,0.4285714285714285,-1.0,-1.0,-1.0,1.0,0.6000000000000001,-1.0,1.0,0.0,0.41935483870967727,1,1.0,1.0,0.5,0.709090909090909,0.3333333333333335,-1.0,0.3333333333333335,-1.0,-1.0,-1,-0.3866666666666665,0.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-0.9935501500255539,-0.994818338044709,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
395,1,-1,-1.0,-1.0,1.0,1,-1.0,-1.0,0.7142857142857141,-1.0,-1.0,-1.0,-1.0,-0.19999999999999996,-1.0,-0.9999999999999999,0.9999999999999998,0.41935483870967727,-1,1.0,-1.0,-1.0,0.709090909090909,-0.33333333333333326,-1.0,-0.33333333333333326,-1.0,0.0,0,0.4666666666666668,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-1.0,-0.9871329749548815,-0.9778666371793979,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
487,1,-1,-1.0,0.0,-1.0,1,-1.0,-1.0,-0.1428571428571429,-1.0,-1.0,1.0,1.0,0.20000000000000018,-1.0,0.3333333333333335,-1.0,0.41935483870967727,-1,1.0,0.0,0.0,-0.8545454545454545,-0.33333333333333326,-1.0,-0.33333333333333326,-1.0,0.0,0,-0.9199999999999999,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-1.0,-0.7002302926123869,-0.4843476504454254,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
124,-1,-1,-1.0,-1.0,-1.0,1,-1.0,-1.0,-0.1428571428571429,-1.0,-1.0,1.0,-1.0,0.20000000000000018,-1.0,-0.33333333333333326,-1.0,0.29032258064516125,-1,1.0,0.0,-0.5,-0.1636363636363637,-0.33333333333333326,-1.0,-0.33333333333333326,-1.0,0.0,0,-0.9466666666666667,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-1.0,-0.9886614392332582,-0.9804958427892712,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
227,-1,1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-0.1428571428571429,-1.0,-1.0,1.0,-1.0,0.20000000000000018,-1.0,-0.33333333333333326,-1.0,0.29032258064516125,-1,1.0,0.0,-0.5,0.8181818181818181,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1.0,-1,-0.84,1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-0.2019841388558059,-0.35889230854435006,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
353,1,-1,-1.0,-1.0,1.0,1,-1.0,-1.0,0.9999999999999999,-1.0,-1.0,-1.0,-1.0,0.20000000000000018,-1.0,-0.33333333333333326,0.9999999999999998,0.9999999999999998,-1,1.0,0.0,-0.5,-0.8181818181818182,-0.33333333333333326,-1.0,-0.33333333333333326,-1.0,0.0,0,0.6800000000000002,0.0,0.1428571428571428,-0.5999999999999999,-1.0,-1.0,-0.9864483876936055,-0.976689036437527,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0
400,-1,1,-1.0,1.0,1.0,-1,-1.0,-1.0,0.9999999999999999,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,0.9999999999999998,0.41935483870967727,-1,1.0,1.0,1.0,0.709090909090909,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1.0,-1,0.5733333333333337,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-0.8983165672276039,-0.9183098557083421,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
137,1,-1,-1.0,0.0,-1.0,1,-1.0,1.0,-0.1428571428571429,-1.0,-1.0,-1.0,-1.0,0.6000000000000001,-1.0,0.3333333333333335,0.0,-0.3548387096774195,-1,1.0,0.0,0.0,0.38181818181818183,-0.33333333333333326,-1.0,-0.33333333333333326,-1.0,0.0,0,-0.2533333333333332,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-1.0,-0.8187354698095863,-0.6881957096394391,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
305,-1,-1,1.0000000000000002,-1.0,-1.0,1,-0.1428571428571429,-1.0,-0.1428571428571429,-1.0,-1.0,1.0,-1.0,0.6000000000000001,-0.09090909090909083,-0.9999999999999999,-1.0,0.9999999999999998,-1,1.0,-1.0,-1.0,-0.8181818181818182,-0.33333333333333326,0.2727272727272727,-0.33333333333333326,-1.0,0.0,0,-0.9733333333333333,0.0,0.1428571428571428,-0.5999999999999999,-1.0,-0.7142857142857143,-0.9940435489518574,-0.9897539414347217,-0.9909187780370394,-0.9913970993151469,-0.9960004255206284,-1.0,-0.9909187780370912,-1.0,0
513,-1,1,-1.0,1.0,-1.0,-1,-1.0,-1.0,-0.1428571428571429,-1.0,-1.0,1.0,-1.0,0.20000000000000018,-1.0,1.0,-1.0,0.29032258064516125,-1,1.0,1.0,0.5,-0.6727272727272727,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1.0,-1,-0.84,0.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-0.9164869593403838,-0.9329075331573488,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
251,1,1,1.0000000000000002,1.0,-1.0,-1,-0.1428571428571429,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.09090909090909105,1.0,0.0,-0.935483870967742,-1,1.0,1.0,1.0,0.2727272727272727,-0.9999999999999999,0.09090909090909105,-0.9999999999999999,-1.0,-1.0,-1,-0.33333333333333326,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.7142857142857143,-1.0,-1.0,-1.0,-0.9128460221200259,-0.9080219045225207,-0.9083107199782874,-1.0,-1.0,0
518,1,-1,-1.0,-1.0,-1.0,1,-1.0,-1.0,0.4285714285714285,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-0.33333333333333326,-0.33333333333333326,0.29032258064516125,-1,1.0,0.0,-0.5,0.5999999999999999,-0.33333333333333326,-1.0,-0.33333333333333326,-1.0,0.0,0,-0.5466666666666666,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-1.0,-0.41865928149743936,8.326672684688674e-14,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
152,1,-1,-1.0,-1.0,-1.0,1,-1.0,-1.0,0.4285714285714285,-1.0,1.0,-1.0,-1.0,-0.19999999999999996,-1.0,-0.9999999999999999,-0.33333333333333326,0.29032258064516125,-1,1.0,-1.0,-1.0,-0.6363636363636365,-0.33333333333333326,-1.0,-0.33333333333333326,-1.0,0.0,0,-0.43999999999999995,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-1.0,-0.9787950534917295,-0.9635240645745089,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
396,1,1,1.0000000000000002,0.0,-1.0,-1,0.4285714285714285,-1.0,0.9999999999999999,-1.0,-1.0,1.0,1.0,-0.19999999999999996,-0.6363636363636362,0.3333333333333335,-0.6666666666666666,0.35483870967741926,-1,1.0,0.0,0.0,-0.2727272727272728,-0.9999999999999999,0.8181818181818183,-0.9999999999999999,-1.0,-1.0,-1,-0.8133333333333332,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.7142857142857143,-0.8074876070991769,-0.8453399464865002,-0.7555442586031371,-0.9028798176558712,-0.8975040540692603,-1.0,-0.8721673851881815,-1.0,0
376,1,-1,1.0000000000000002,-1.0,-1.0,-1,0.9999999999999999,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.4545454545454545,-0.9999999999999999,0.0,0.9999999999999998,1,-1.0,-1.0,-1.0,-0.8181818181818182,0.3333333333333335,0.6363636363636365,0.3333333333333335,-1.0,-1.0,-1,-0.41333333333333333,0.0,-0.9999999999999999,-0.9999999999999999,-1.0,-0.7142857142857143,-1.0,-1.0,-1.0,-0.9913175159896992,-0.9960514067718848,-0.9959920705633536,-1.0,-1.0,0
439,1,-1,-1.0,-1.0,-1.0,1,-1.0,-1.0,0.9999999999999999,-1.0,1.0,-1.0,-1.0,0.20000000000000018,-1.0,-0.33333333333333326,-0.33333333333333326,0.29032258064516125,-1,1.0,0.0,-0.5,0.3090909090909091,-0.33333333333333326,-1.0,-0.33333333333333326,-1.0,0.0,0,-0.5466666666666666,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-1.0,0.16268143700530668,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
311,1,1,-1.0,-1.0,1.0,-1,-1.0,-1.0,0.1428571428571428,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.9999999999999999,0.9999999999999998,0.29032258064516125,-1,1.0,-1.0,-1.0,0.5999999999999999,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1.0,-1,0.5733333333333337,0.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-0.7071545322896953,-0.764734648898111,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
429,-1,1,-1.0,0.0,-1.0,-1,-1.0,-1.0,0.4285714285714285,-1.0,1.0,-1.0,1.0,1.0,-1.0,0.3333333333333335,-0.33333333333333326,0.41935483870967727,-1,1.0,0.0,0.0,-0.23636363636363644,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1.0,-1,-0.6,0.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-0.624834775833913,-0.6986008392932586,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
237,1,1,1.0000000000000002,-1.0,1.0,-1,0.4285714285714285,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4545454545454546,-0.33333333333333326,0.9999999999999998,0.29032258064516125,-1,1.0,0.0,-0.5,-0.6000000000000001,-0.9999999999999999,-0.2727272727272727,-0.9999999999999999,-1.0,-1.0,-1,0.5733333333333337,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.7142857142857143,-1.0,-1.0,-1.0,-0.8999301842298101,-0.89439115352835,-0.8937216130815713,-1.0,-1.0,0
521,-1,-1,1.0000000000000002,-1.0,-1.0,-1,-0.1428571428571429,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.4545454545454546,-0.9999999999999999,-0.33333333333333326,0.9999999999999998,1,-1.0,-1.0,-1.0,-0.8181818181818182,0.3333333333333335,-0.2727272727272727,0.3333333333333335,-1.0,-1.0,-1,-0.43999999999999995,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-0.7142857142857143,-1.0,-1.0,-1.0,-0.8465350162417783,-0.930207669268254,-0.9316712419932898,-1.0,-1.0,0
162,1,1,-1.0,0.0,-1.0,-1,-1.0,-1.0,0.4285714285714285,1.0,-1.0,-1.0,-1.0,0.20000000000000018,-1.0,0.3333333333333335,0.33333333333333326,-1.0,-1,1.0,0.0,0.0,0.16363636363636358,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1.0,-1,-0.09333333333333327,0.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-0.8132516150681517,-0.8499706186603332,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
559,1,1,-1.0,1.0,-1.0,-1,-1.0,-1.0,0.4285714285714285,-1.0,-1.0,1.0,-1.0,0.20000000000000018,-1.0,1.0,-0.6666666666666666,-0.29032258064516125,-1,1.0,1.0,0.5,0.6363636363636362,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1.0,-1,-0.7066666666666666,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-0.8131077781199318,-0.8498550633457806,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
384,-1,-1,-1.0,1.0,-1.0,-1,-1.0,-1.0,0.9999999999999999,-1.0,1.0,-1.0,1.0,0.20000000000000018,-1.0,1.0,-0.33333333333333326,0.9999999999999998,-1,-1.0,1.0,1.0,-0.8181818181818182,1.0,-1.0,1.0,-1.0,1.0,1,-0.6533333333333332,-1.0,0.1428571428571428,0.6000000000000001,1.0,-1.0,-0.6929593810452124,-0.8302009446289917,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
105,1,1,-1.0,1.0,-1.0,-1,-1.0,-1.0,0.4285714285714285,-1.0,-1.0,1.0,1.0,-0.6,-1.0,1.0,-0.6666666666666666,0.9999999999999998,-1,-1.0,1.0,0.5,-0.8181818181818182,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1.0,-1,-0.7066666666666666,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-0.9850859355505301,-0.9880183817203507,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
135,-1,-1,-1.0,-1.0,-1.0,1,-1.0,1.0,0.9999999999999999,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.9999999999999999,0.0,0.29032258064516125,-1,1.0,-1.0,-1.0,-0.6363636363636365,-0.33333333333333326,-1.0,-0.33333333333333326,-1.0,0.0,0,-0.33333333333333326,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-1.0,-0.9546457569332184,-0.9219833711569183,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
451,1,1,-1.0,1.0,-1.0,-1,-1.0,1.0,0.7142857142857141,-1.0,-1.0,-1.0,-1.0,-0.19999999999999996,-1.0,1.0,0.0,0.9999999999999998,-1,1.0,1.0,0.5,-0.8181818181818182,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1.0,-1,-0.22666666666666657,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-0.8977814806157607,-0.9178799793622697,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
136,-1,-1,-1.0,1.0,1.0,-1,-1.0,-1.0,-0.1428571428571429,-1.0,-1.0,-1.0,1.0,-0.19999999999999996,-1.0,1.0,0.9999999999999998,0.9999999999999998,-1,1.0,1.0,0.5,-0.8181818181818182,1.0,-1.0,1.0,-1.0,1.0,1,0.6266666666666669,-1.0,0.1428571428571428,0.6000000000000001,1.0,-1.0,-0.9979698823740559,-0.9988773079720036,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
425,-1,1,-1.0,1.0,-1.0,-1,-1.0,1.0,0.9999999999999999,-1.0,-1.0,-1.0,-1.0,0.20000000000000018,-1.0,1.0,0.0,-0.29032258064516125,-1,1.0,1.0,0.5,-0.054545454545454564,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1.0,-1,-0.19999999999999996,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-0.9320925282679557,-0.9454446903195114,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
244,1,1,1.0000000000000002,1.0,-1.0,-1,0.9999999999999999,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0000000000000002,1.0,-1.0,-0.3548387096774195,-1,1.0,1.0,0.5,0.9636363636363636,-0.9999999999999999,-0.8181818181818181,-0.9999999999999999,-1.0,-1.0,-1,-0.8666666666666666,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.7142857142857143,-1.0,-1.0,-1.0,-0.9468446607494925,-0.9439024243340621,-0.943475104671753,-1.0,-1.0,0
398,1,1,-1.0,0.0,-1.0,-1,-1.0,-1.0,0.9999999999999999,-1.0,-1.0,1.0,-1.0,-0.19999999999999996,-1.0,0.3333333333333335,-0.6666666666666666,-0.3548387096774195,-1,1.0,0.0,0.0,-0.09090909090909094,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1.0,-1,-0.8133333333333332,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-0.8449623411068481,-0.8754462907049827,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
20,1,1,-1.0,1.0,-1.0,-1,-1.0,-1.0,-0.1428571428571429,-1.0,1.0,-1.0,-1.0,-0.19999999999999996,-1.0,1.0,-0.33333333333333326,-0.29032258064516125,-1,1.0,1.0,0.5,0.018181818181818077,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1.0,-1,-0.6799999999999999,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-0.9065538890599659,-0.9249275316728903,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
72,-1,1,-1.0,1.0,-1.0,-1,-1.0,-1.0,-0.1428571428571429,-1.0,-1.0,1.0,-1.0,0.20000000000000018,-1.0,1.0,-0.6666666666666666,-0.3548387096774195,-1,1.0,1.0,0.5,-0.38181818181818183,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1.0,-1,-0.7866666666666666,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-0.7134883628918721,-0.7698231035430468,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
388,1,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,0.4285714285714285,-1.0,-1.0,1.0,-1.0,0.20000000000000018,-1.0,-0.33333333333333326,-1.0,0.9999999999999998,1,1.0,0.0,-0.5,-0.8181818181818182,0.3333333333333335,-1.0,0.3333333333333335,-1.0,1.0,1,-0.8666666666666666,0.0,-0.9999999999999999,1.0000000000000004,-1.0,-1.0,-0.7706699717784293,-0.873176316889948,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
110,-1,-1,-1.0,-1.0,-1.0,1,-1.0,-1.0,0.1428571428571428,-1.0,1.0,-1.0,-1.0,0.6000000000000001,-1.0,-0.33333333333333326,-0.33333333333333326,-0.3548387096774195,-1,1.0,0.0,-0.5,0.38181818181818183,-0.33333333333333326,-1.0,-0.33333333333333326,-1.0,0.0,0,-0.5199999999999999,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-1.0,-0.9098894535806563,-0.8449952952692692,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
343,1,-1,-1.0,-1.0,1.0,1,-1.0,-1.0,-0.1428571428571429,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.9999999999999999,0.9999999999999998,0.29032258064516125,-1,1.0,-1.0,-1.0,-0.1636363636363637,-0.33333333333333326,-1.0,-0.33333333333333326,-1.0,0.0,0,0.8666666666666667,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-1.0,-0.9842231952715523,-0.9728613458056095,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
60,-1,1,1.0000000000000002,0.0,-1.0,-1,0.9999999999999999,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.2727272727272727,0.3333333333333335,-1.0,-0.3548387096774195,-1,1.0,0.0,0.0,0.9636363636363636,-0.9999999999999999,-0.09090909090909083,-0.9999999999999999,-1.0,-1.0,-1,-0.9199999999999999,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.7142857142857143,-1.0,-1.0,-1.0,-0.9584508831929889,-0.9561510704888644,-0.9555773636140681,-1.0,-1.0,0
49,-1,-1,-1.0,-1.0,-1.0,1,-1.0,-1.0,0.4285714285714285,-1.0,-1.0,1.0,-1.0,0.20000000000000018,-1.0,-0.33333333333333326,-1.0,0.9999999999999998,-1,1.0,0.0,-0.5,-0.8181818181818182,-0.33333333333333326,-1.0,-0.33333333333333326,-1.0,0.0,0,-1.0,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-1.0,-0.5311338951562772,-0.19347451516652725,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
336,-1,-1,-1.0,0.0,-1.0,-1,-1.0,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,1.0,-0.19999999999999996,-1.0,0.3333333333333335,0.6666666666666667,0.29032258064516125,1,1.0,0.0,0.0,0.3090909090909091,0.3333333333333335,-1.0,0.3333333333333335,1.0,-1.0,-1,0.14666666666666672,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-0.6994297407898719,-0.7585287280803814,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
192,1,-1,1.0000000000000002,-1.0,-1.0,-1,0.9999999999999999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.2727272727272727,-0.33333333333333326,-0.33333333333333326,0.9999999999999998,1,-1.0,0.0,-0.5,-0.8181818181818182,0.3333333333333335,-0.09090909090909083,0.3333333333333335,-1.0,-1.0,-1,-0.5466666666666666,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-0.7142857142857143,-1.0,-1.0,-1.0,-0.9956587205632814,-0.9980256863629186,-0.9979960180029045,-1.0,-1.0,0
282,1,1,-1.0,0.0,1.0,-1,-1.0,-1.0,-0.1428571428571429,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.3333333333333335,0.9999999999999998,0.29032258064516125,-1,1.0,0.0,0.0,0.3090909090909091,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1.0,-1,0.2533333333333334,0.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-0.8799688854185932,-0.9035697477719056,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
486,1,1,1.0000000000000002,0.0,1.0,-1,0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.2727272727272727,0.3333333333333335,0.9999999999999998,0.9999999999999998,-1,1.0,0.0,0.0,-0.8181818181818182,-0.9999999999999999,0.4545454545454546,-0.9999999999999999,-1.0,-1.0,-1,0.5466666666666669,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.7142857142857143,-1.0,-1.0,-1.0,-0.8985998612281424,-0.892987194936454,-0.89260379816381,-1.0,-1.0,0
134,1,1,-1.0,1.0,-1.0,-1,-1.0,-1.0,0.9999999999999999,-1.0,1.0,-1.0,-1.0,-0.19999999999999996,-1.0,1.0,-0.33333333333333326,0.29032258064516125,-1,1.0,1.0,0.5,-0.1636363636363637,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1.0,-1,-0.5466666666666666,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-0.9648293004139356,-0.9717446643401689,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
551,1,1,-1.0,-1.0,-1.0,-1,-1.0,1.0,-0.1428571428571429,-1.0,-1.0,-1.0,-1.0,0.20000000000000018,-1.0,-0.33333333333333326,0.0,-0.935483870967742,-1,1.0,0.0,-0.5,0.49090909090909074,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1.0,-1,-0.2533333333333332,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-0.8107656805389798,-0.8479734757152044,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
394,1,1,-1.0,0.0,-1.0,-1,-1.0,-1.0,0.9999999999999999,-1.0,1.0,-1.0,-1.0,0.6000000000000001,-1.0,0.3333333333333335,-0.33333333333333326,0.29032258064516125,-1,1.0,0.0,0.0,-0.6000000000000001,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1.0,-1,-0.5466666666666666,0.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-0.6399066562557797,-0.7107092433158833,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
