,WWWWHITE,WWWMALE,WWWSEX,W12WHITE,AGE65PLM,AGE4049M,W12EDUC3,W1FIPCOM,W12BLACK,W2TOTCL,WWWBLACK,AGE5059M,AGE3039,W2FIPCOM,WWWHOMLN,AGE1829,W1TRUAM2,EDUCAT4,W2CIVLIB,CENSDIV,W12HISP,WWWBRNUS,WWWAGEC1,WWWEDU3,WWWHISP,WWWEDU5,W1STATE,AGE6064M,W12RACE4,W2SECURE,WWWRACE4,RAC3,WWWRACE3,NEWRACE,WWWAGE,COMPLET2,IMPHISP,RACES,W12OTHET,W2MISSCL,USAWT2RC,USAWT1RV,RACWT1RV,RHWT2CC,USAWT2CC,USAWT2NC,RHWT2RC,MULT2
1945,1,1,-1,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.8181818181818183,-1,1.0,-1.0,0.9999999999999999,-1.0,-1.0,-1.0,1.0,0.4545454545454546,0.29032258064516125,-1.0,1.0,0.33333333333333326,1.0,-1,0.5,-0.6000000000000001,-1.0,-0.9999999999999999,-0.4545454545454545,-0.9999999999999999,-1.0,-1,-1.0,-0.1466666666666665,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.6363636363636362,-1.0,-1.0,-1.0,-0.8977546196340506,-0.8150236864481788,-0.8126894756687265,-1.0,-1.0
1971,-1,-1,1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1,-1.0,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,-0.33333333333333326,0.2727272727272727,-0.3548387096774195,-1.0,1.0,0.6666666666666667,0.0,-1,-0.5,-0.4181818181818182,1.0,-0.33333333333333326,-0.09090909090909083,-0.33333333333333326,0.0,0,0.0,0.1200000000000001,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-0.8181818181818181,-1.0,-1.0,-1.0,-0.7719489739429468,-0.8182492815716814,-0.8236502148992756,-1.0,-1.0
920,1,1,-1,1.0,-1.0,-1.0,0.0,0.4285714285714285,-1.0,1.0000000000000002,-1,-1.0,1.0,0.4285714285714285,-1.0,-1.0,-0.6,0.3333333333333335,0.4545454545454546,-0.935483870967742,-1.0,1.0,-0.33333333333333326,0.0,-1,0.0,0.49090909090909074,-1.0,-0.9999999999999999,-0.2727272727272727,-0.9999999999999999,-1.0,-1,-1.0,-0.5466666666666666,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8181818181818181,-0.5758704588197884,-0.5252784062626361,-0.7782880029248029,-0.9056072969156421,-0.8292302871753934,-1.0,-0.5758704588196093,-1.0
1176,1,1,-1,1.0,-1.0,-1.0,0.0,0.4285714285714285,-1.0,1.0000000000000002,-1,-1.0,1.0,0.7142857142857141,-1.0,-1.0,0.20000000000000018,0.3333333333333335,-0.09090909090909083,0.41935483870967727,-1.0,1.0,-0.33333333333333326,0.0,-1,0.0,0.709090909090909,-1.0,-0.9999999999999999,0.2727272727272727,-0.9999999999999999,-1.0,-1,-1.0,-0.5199999999999999,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8181818181818181,-0.556741471611871,-0.39655028657851044,-0.7181673577480205,-0.9025862355095722,-0.8237647610078025,-1.0,-0.5567414716118793,-1.0
2289,-1,-1,1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0000000000000002,-1,-1.0,-1.0,-0.1428571428571429,1.0,-1.0,-1.0,-0.33333333333333326,0.2727272727272727,0.9999999999999998,1.0,-1.0,0.0,0.0,1,-0.5,-0.8181818181818182,-1.0,0.3333333333333335,-0.09090909090909083,0.3333333333333335,-1.0,-1,-1.0,-0.33333333333333326,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-0.8181818181818181,-1.0,-1.0,-1.0,-0.9941578866962099,-0.9954454695906025,-0.9954037249870279,-1.0,-1.0
1852,1,-1,1,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0000000000000002,-1,-1.0,-1.0,0.9999999999999999,-1.0,-1.0,-1.0,-0.9999999999999999,0.8181818181818183,0.9354838709677418,-1.0,1.0,0.9999999999999998,-1.0,-1,-1.0,0.7454545454545454,-1.0,-0.9999999999999999,-0.6363636363636362,-0.9999999999999999,-1.0,-1,-1.0,0.41333333333333355,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8181818181818181,-1.0,-1.0,-1.0,-0.14552945927083671,0.5458577208773434,0.5442268972453195,-1.0,-1.0
1566,1,1,-1,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0000000000000002,-1,-1.0,-1.0,0.9999999999999999,-1.0,-1.0,-1.0,1.0,0.4545454545454546,0.29032258064516125,-1.0,1.0,0.9999999999999998,1.0,-1,0.5,0.3090909090909091,-1.0,-0.9999999999999999,-0.2727272727272727,-0.9999999999999999,-1.0,-1,-1.0,0.44000000000000017,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8181818181818181,-1.0,-1.0,-1.0,-0.7955271237145966,-0.6300797283823936,-0.6254117151162941,-1.0,-1.0
1891,1,1,-1,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0000000000000002,-1,-1.0,-1.0,0.9999999999999999,-1.0,-1.0,-1.0,1.0,0.8181818181818183,-0.935483870967742,-1.0,1.0,0.9999999999999998,1.0,-1,0.5,0.49090909090909074,-1.0,-0.9999999999999999,-0.6363636363636362,-0.9999999999999999,-1.0,-1,-1.0,0.2533333333333334,1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8181818181818181,-1.0,-1.0,-1.0,-0.9232206124272085,-0.8610952590800659,-0.8618539027653794,-1.0,-1.0
1315,1,1,-1,1.0,-1.0,-1.0,1.0,0.9999999999999999,-1.0,0.6363636363636365,-1,1.0,-1.0,0.4285714285714285,-1.0,-1.0,-0.19999999999999996,1.0,-0.2727272727272727,-0.3548387096774195,-1.0,1.0,0.33333333333333326,1.0,-1,0.5,-0.4181818181818182,-1.0,-0.9999999999999999,0.09090909090909105,-0.9999999999999999,-1.0,-1,-1.0,-0.06666666666666665,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.4545454545454545,-0.7263585529119136,-0.6543615569196837,-0.8385744602894939,-0.9398752561338859,-0.8912258584809353,-1.0,-0.7263585529117094,-1.0
494,-1,-1,1,-1.0,-1.0,-1.0,1.0,0.4285714285714285,1.0,1.0000000000000002,1,-1.0,-1.0,0.4285714285714285,-1.0,1.0,-0.6,1.0,1.0000000000000002,0.29032258064516125,-1.0,1.0,-0.6666666666666666,1.0,-1,0.5,-0.1636363636363637,-1.0,-0.33333333333333326,-0.8181818181818181,-0.33333333333333326,0.0,0,0.0,-0.8133333333333332,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-0.8181818181818181,-0.8807738464220554,-0.9409845186351813,-0.9409845186351868,-0.9333881376981623,-0.9469120834993601,-1.0,-0.7720024908381196,-1.0
3101,1,-1,1,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0000000000000002,-1,-1.0,-1.0,0.9999999999999999,-1.0,-1.0,-1.0,-0.33333333333333326,0.8181818181818183,-0.3548387096774195,-1.0,1.0,0.9999999999999998,0.0,-1,-0.5,-0.4181818181818182,-1.0,-0.9999999999999999,-0.6363636363636362,-0.9999999999999999,-1.0,-1,-1.0,0.4933333333333334,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8181818181818181,-1.0,-1.0,-1.0,-0.9335805510035179,-0.8798378491083187,-0.8788398033442832,-1.0,-1.0
59,-1,-1,1,-1.0,-1.0,1.0,-1.0,0.4285714285714285,-1.0,-1.0,-1,-1.0,-1.0,-1.0,1.0,-1.0,0.20000000000000018,-0.9999999999999999,-1.0,0.41935483870967727,1.0,-1.0,0.0,-1.0,1,-1.0,0.709090909090909,-1.0,0.3333333333333335,-1.0,0.3333333333333335,-1.0,-1,-1.0,-0.30666666666666664,1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9802480238604561,-0.990775119282859,-1.0,-1.0,-1.0,-1.0,-1.0
1903,1,-1,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8181818181818183,-1,1.0,-1.0,0.9999999999999999,-1.0,-1.0,-1.0,-0.33333333333333326,0.2727272727272727,0.41935483870967727,-1.0,1.0,0.33333333333333326,0.0,-1,-0.5,0.709090909090909,-1.0,-0.9999999999999999,-0.2727272727272727,-0.9999999999999999,-1.0,-1,-1.0,-0.11999999999999988,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.6363636363636362,-1.0,-1.0,-1.0,-0.9347717260309787,-0.8819928527337162,-0.881930507453,-1.0,-1.0
1531,1,1,-1,1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.6363636363636365,-1,-1.0,-1.0,0.4285714285714285,-1.0,1.0,-1.0,0.3333333333333335,0.4545454545454546,0.9354838709677418,-1.0,1.0,-1.0,0.0,-1,0.0,-0.7454545454545455,-1.0,-0.9999999999999999,-0.6363636363636362,-0.9999999999999999,-1.0,-1,-1.0,-0.8666666666666666,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.4545454545454545,-1.0,-1.0,-1.0,-0.7617077124717373,-0.5688956436265572,-0.5636888466758543,-1.0,-1.0
854,1,1,-1,1.0,1.0,-1.0,0.0,-0.1428571428571429,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,0.20000000000000018,0.3333333333333335,-1.0,-0.935483870967742,-1.0,1.0,0.9999999999999998,0.0,-1,0.0,0.2727272727272727,-1.0,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1,-1.0,0.41333333333333355,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-1.0,-0.88131960156551,-0.9445720007312786,-1.0,-1.0,-1.0,-1.0,-1.0
1820,1,1,-1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0000000000000002,-1,-1.0,-1.0,0.4285714285714285,-1.0,1.0,-1.0,-0.33333333333333326,0.4545454545454546,-0.3548387096774195,-1.0,1.0,-1.0,0.0,-1,-0.5,0.9636363636363636,-1.0,-0.9999999999999999,-0.2727272727272727,-0.9999999999999999,-1.0,-1,-1.0,-0.8666666666666666,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8181818181818181,-1.0,-1.0,-1.0,-0.7627971713111303,-0.5708666283220114,-0.5708666283219206,-1.0,-1.0
1650,1,1,-1,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0000000000000002,-1,-1.0,-1.0,0.9999999999999999,1.0,-1.0,-1.0,-0.9999999999999999,-0.8181818181818181,-0.935483870967742,-1.0,-1.0,0.9999999999999998,-1.0,-1,-1.0,0.2727272727272727,-1.0,-0.9999999999999999,1.0000000000000002,-0.9999999999999999,-1.0,-1,-1.0,0.3600000000000001,1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8181818181818181,-1.0,-1.0,-1.0,-0.8205262584120177,-0.6753066888744403,-0.6771139505306423,-1.0,-1.0
1874,1,1,-1,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0000000000000002,-1,-1.0,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,1.0,0.2727272727272727,-0.3548387096774195,-1.0,1.0,0.0,1.0,-1,1.0,0.38181818181818183,-1.0,-0.9999999999999999,-0.09090909090909083,-0.9999999999999999,-1.0,-1,-1.0,-0.3599999999999999,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8181818181818181,-1.0,-1.0,-1.0,-0.9397665555436129,-0.8910292037820503,-0.890856307447991,-1.0,-1.0
311,-1,-1,1,-1.0,-1.0,-1.0,1.0,0.4285714285714285,1.0,1.0000000000000002,1,-1.0,1.0,0.9999999999999999,-1.0,-1.0,0.20000000000000018,1.0,0.6363636363636365,0.29032258064516125,-1.0,1.0,-0.33333333333333326,1.0,-1,0.5,-0.1636363636363637,-1.0,-0.33333333333333326,-0.4545454545454545,-0.33333333333333326,0.0,0,0.0,-0.4933333333333333,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-0.8181818181818181,-0.9889117396334265,-0.9945114473344352,-0.9945114473343802,-0.9938049693751128,-0.9950627222064176,-1.0,-0.9787957954809197,-1.0
2730,1,-1,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0000000000000002,-1,-1.0,-1.0,0.9999999999999999,-1.0,1.0,-1.0,-0.9999999999999999,0.8181818181818183,0.35483870967741926,-1.0,1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-0.9999999999999999,-0.6363636363636362,-0.9999999999999999,-1.0,-1,-1.0,-1.0,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8181818181818181,-1.0,-1.0,-1.0,-0.996764793462026,-0.9941470550861975,-0.9941439628709723,-1.0,-1.0
889,1,-1,1,1.0,-1.0,-1.0,-1.0,0.9999999999999999,-1.0,1.0000000000000002,-1,-1.0,1.0,0.4285714285714285,-1.0,-1.0,1.0,-0.9999999999999999,-0.09090909090909083,-0.935483870967742,-1.0,1.0,-0.33333333333333326,-1.0,-1,-1.0,0.49090909090909074,-1.0,-0.9999999999999999,0.2727272727272727,-0.9999999999999999,-1.0,-1,-1.0,-0.6533333333333332,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8181818181818181,-0.6253335487756719,-0.6956183875995141,-0.8578428787555336,-0.9164937124094279,-0.8489253482002533,-1.0,-0.625333548775634,-1.0
776,1,-1,1,1.0,-1.0,-1.0,1.0,0.9999999999999999,-1.0,-1.0,-1,1.0,-1.0,-1.0,-1.0,-1.0,0.20000000000000018,1.0,-1.0,-0.3548387096774195,-1.0,1.0,0.33333333333333326,1.0,-1,1.0,-0.09090909090909094,-1.0,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1,-1.0,0.06666666666666687,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-1.0,-0.6965264146572793,-0.8582669599330014,-1.0,-1.0,-1.0,-1.0,-1.0
1956,-1,1,-1,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0000000000000002,1,-1.0,-1.0,0.9999999999999999,-1.0,-1.0,-1.0,1.0,0.2727272727272727,-0.935483870967742,-1.0,1.0,0.9999999999999998,1.0,-1,1.0,0.49090909090909074,-1.0,-0.33333333333333326,-0.09090909090909083,-0.33333333333333326,0.0,0,0.0,0.6266666666666669,1.0,0.1428571428571428,-0.5999999999999999,-1.0,-0.8181818181818181,-1.0,-1.0,-1.0,-0.9413330630384245,-0.953243981730323,-0.9668786760682596,-1.0,-1.0
1530,1,-1,1,1.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0000000000000002,-1,-1.0,-1.0,-0.1428571428571429,-1.0,1.0,-1.0,0.3333333333333335,0.09090909090909105,0.9354838709677418,-1.0,1.0,-0.6666666666666666,0.0,-1,0.0,0.7454545454545454,-1.0,-0.9999999999999999,0.09090909090909105,-0.9999999999999999,-1.0,-1,-1.0,-0.7333333333333333,1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8181818181818181,-1.0,-1.0,-1.0,-0.5604380712420982,-0.20477047600230092,-0.20653020413753687,-1.0,-1.0
1177,-1,-1,1,-1.0,-1.0,-1.0,1.0,0.4285714285714285,1.0,-1.0,1,-1.0,1.0,-1.0,-1.0,-1.0,0.6000000000000001,1.0,-1.0,0.35483870967741926,-1.0,1.0,-0.33333333333333326,1.0,-1,0.5,-1.0,-1.0,-0.33333333333333326,-1.0,-0.33333333333333326,0.0,0,0.0,-0.5199999999999999,1.0,0.1428571428571428,-0.5999999999999999,-1.0,-1.0,-1.0,-0.07883550671374162,-0.07883550671388928,-1.0,-1.0,-1.0,-1.0,-1.0
1769,-1,-1,1,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0000000000000002,1,-1.0,-1.0,0.9999999999999999,-1.0,-1.0,-1.0,1.0,1.0000000000000002,-0.935483870967742,-1.0,1.0,0.0,1.0,-1,1.0,0.19999999999999996,-1.0,-0.33333333333333326,-0.8181818181818181,-0.33333333333333326,0.0,0,0.0,-0.19999999999999996,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-0.8181818181818181,-1.0,-1.0,-1.0,-0.9067065195497805,-0.925647529898556,-0.9044457736983601,-1.0,-1.0
1263,1,-1,1,1.0,-1.0,-1.0,-1.0,0.4285714285714285,-1.0,-1.0,-1,-1.0,1.0,-1.0,-1.0,-1.0,-0.19999999999999996,-0.9999999999999999,-1.0,0.9999999999999998,-1.0,1.0,-0.33333333333333326,-1.0,-1,-1.0,-0.8181818181818182,-1.0,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1,-1.0,-0.5733333333333333,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-1.0,-0.31986388014202083,-0.6823520576987158,-1.0,-1.0,-1.0,-1.0,-1.0
772,1,1,-1,1.0,-1.0,1.0,-1.0,-0.1428571428571429,-1.0,1.0000000000000002,-1,-1.0,-1.0,0.9999999999999999,-1.0,-1.0,-0.19999999999999996,-0.33333333333333326,-0.2727272727272727,0.9354838709677418,-1.0,1.0,0.0,0.0,-1,-0.5,-0.7454545454545455,-1.0,-0.9999999999999999,0.4545454545454546,-0.9999999999999999,-1.0,-1,-1.0,-0.33333333333333326,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8181818181818181,-0.8750282297162728,-0.8253103309677368,-0.9184136641339764,-0.9721112283492442,-0.9495452787111046,-1.0,-0.8750282297159981,-1.0
1438,1,1,-1,1.0,-1.0,-1.0,-1.0,0.1428571428571428,-1.0,-1.0,-1,-1.0,1.0,-1.0,-1.0,-1.0,0.20000000000000018,-0.33333333333333326,-1.0,0.41935483870967727,-1.0,1.0,-0.33333333333333326,0.0,-1,-0.5,0.4181818181818182,-1.0,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1,-1.0,-0.5733333333333333,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-1.0,0.49579604770030006,-0.3014096402445411,-1.0,-1.0,-1.0,-1.0,-1.0
430,-1,-1,1,-1.0,1.0,-1.0,-1.0,-0.1428571428571429,1.0,1.0000000000000002,1,-1.0,-1.0,-0.1428571428571429,-1.0,-1.0,0.6000000000000001,-0.9999999999999999,0.09090909090909105,0.29032258064516125,-1.0,1.0,0.9999999999999998,-1.0,-1,-1.0,-0.5636363636363637,-1.0,-0.33333333333333326,0.09090909090909105,-0.33333333333333326,0.0,0,0.0,0.3333333333333335,1.0,0.1428571428571428,-0.5999999999999999,-1.0,-0.8181818181818181,-0.8914945906136512,-0.9658920441733987,-0.9658920441733374,-0.9461727852270598,-0.9571011140571191,-1.0,-0.7925038900584617,-1.0
1313,1,-1,1,1.0,-1.0,-1.0,1.0,0.9999999999999999,-1.0,-1.0,-1,1.0,-1.0,-1.0,-1.0,-1.0,0.6000000000000001,1.0,-1.0,0.29032258064516125,-1.0,1.0,0.33333333333333326,1.0,-1,0.5,0.8181818181818181,-1.0,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1,-1.0,-0.013333333333333197,1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-1.0,-0.5271285867473439,-0.7791521035169471,-1.0,-1.0,-1.0,-1.0,-1.0
2732,-1,-1,1,-1.0,1.0,-1.0,0.0,-1.0,1.0,1.0000000000000002,1,-1.0,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,0.3333333333333335,0.8181818181818183,0.41935483870967727,-1.0,1.0,0.9999999999999998,0.0,-1,0.0,0.4181818181818182,-1.0,-0.33333333333333326,-0.6363636363636362,-0.33333333333333326,0.0,0,0.0,0.3333333333333335,1.0,0.1428571428571428,-0.5999999999999999,-1.0,-0.8181818181818181,-1.0,-1.0,-1.0,-0.993924450611599,-0.9951579456349325,-0.9950234003274319,-1.0,-1.0
281,-1,-1,1,-1.0,-1.0,1.0,-1.0,-0.1428571428571429,1.0,1.0000000000000002,1,-1.0,-1.0,0.4285714285714285,-1.0,-1.0,0.6000000000000001,-0.33333333333333326,0.4545454545454546,0.41935483870967727,-1.0,1.0,0.0,0.0,-1,-0.5,0.709090909090909,-1.0,-0.33333333333333326,-0.2727272727272727,-0.33333333333333326,0.0,0,0.0,-0.33333333333333326,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-0.8181818181818181,-0.9341596160332174,-0.9793035119571037,-0.979303511957283,-0.9673379925614024,-0.9739692321499074,-1.0,-0.8740926961393042,-1.0
2072,1,-1,1,1.0,-1.0,-1.0,1.0,0.4285714285714285,-1.0,1.0000000000000002,-1,1.0,-1.0,0.9999999999999999,-1.0,-1.0,0.20000000000000018,1.0,0.09090909090909105,0.29032258064516125,-1.0,1.0,0.33333333333333326,1.0,-1,0.5,-0.6000000000000001,-1.0,-0.9999999999999999,0.09090909090909105,-0.9999999999999999,-1.0,-1,-1.0,0.040000000000000036,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8181818181818181,-0.9371448422999564,-0.9434282624856294,-0.9735789711953613,-0.9861572704098943,-0.9749565498224649,-1.0,-0.9371448422998173,-1.0
2382,-1,1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0000000000000002,-1,-1.0,1.0,0.4285714285714285,1.0,-1.0,-1.0,-0.33333333333333326,-0.2727272727272727,0.41935483870967727,1.0,1.0,-0.33333333333333326,0.0,1,-0.5,0.709090909090909,-1.0,0.3333333333333335,0.4545454545454546,0.3333333333333335,-1.0,-1,-1.0,-0.46666666666666656,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-0.8181818181818181,-1.0,-1.0,-1.0,-0.9944952785820653,-0.9957085013949084,-0.9962667707587066,-1.0,-1.0
2014,-1,-1,1,-1.0,1.0,-1.0,0.0,-1.0,1.0,0.4545454545454546,1,-1.0,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,0.3333333333333335,-0.6363636363636362,0.35483870967741926,-1.0,1.0,0.9999999999999998,0.0,-1,0.0,-1.0,-1.0,-0.33333333333333326,0.2727272727272727,-0.33333333333333326,0.0,0,0.0,0.3600000000000001,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-0.2727272727272727,-1.0,-1.0,-1.0,-0.9892774554145733,-0.9914544116924346,-0.9912169569429753,-1.0,-1.0
468,-1,1,-1,-1.0,-1.0,1.0,0.0,0.4285714285714285,1.0,-1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3333333333333335,-1.0,0.9999999999999998,-1.0,1.0,0.0,0.0,-1,0.0,-0.8181818181818182,-1.0,-0.33333333333333326,-1.0,-0.33333333333333326,0.0,0,0.0,-0.22666666666666657,1.0,0.1428571428571428,-0.5999999999999999,-1.0,-1.0,-1.0,-0.9872565563115857,-0.9872565563114571,-1.0,-1.0,-1.0,-1.0,-1.0
3162,-1,-1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0000000000000002,-1,-1.0,1.0,-0.1428571428571429,-1.0,-1.0,-1.0,-0.33333333333333326,0.4545454545454546,-0.29032258064516125,1.0,-1.0,-0.33333333333333326,0.0,1,-0.5,-0.3090909090909091,-1.0,0.3333333333333335,-0.2727272727272727,0.3333333333333335,-1.0,-1,-1.0,-0.5466666666666666,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-0.8181818181818181,-1.0,-1.0,-1.0,-0.5365411902031751,-0.6386860142920968,-0.6588610897727696,-1.0,-1.0
1171,1,-1,1,1.0,-1.0,1.0,1.0,0.4285714285714285,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,0.20000000000000018,1.0,-1.0,-0.3548387096774195,-1.0,1.0,0.0,1.0,-1,0.5,0.38181818181818183,-1.0,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1,-1.0,-0.41333333333333333,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-1.0,-0.6965264146572793,-0.8582669599330014,-1.0,-1.0,-1.0,-1.0,-1.0
2060,-1,-1,1,-1.0,-1.0,1.0,0.0,-1.0,1.0,1.0000000000000002,1,-1.0,-1.0,-0.1428571428571429,1.0,-1.0,-1.0,0.3333333333333335,-0.4545454545454545,-0.935483870967742,-1.0,-1.0,0.0,0.0,-1,0.0,0.2727272727272727,-1.0,-0.33333333333333326,0.6363636363636365,-0.33333333333333326,0.0,0,0.0,-0.30666666666666664,-1.0,-0.9999999999999999,-0.5999999999999999,-1.0,-0.8181818181818181,-1.0,-1.0,-1.0,-0.6704596944382408,-0.5367643401425555,-0.5726859753346217,-1.0,-1.0
586,1,-1,1,1.0,-1.0,-1.0,-1.0,0.4285714285714285,-1.0,1.0000000000000002,-1,1.0,-1.0,0.9999999999999999,-1.0,-1.0,0.6000000000000001,-0.33333333333333326,-0.2727272727272727,-0.3548387096774195,-1.0,1.0,0.33333333333333326,0.0,-1,-0.5,0.38181818181818183,-1.0,-0.9999999999999999,0.4545454545454546,-0.9999999999999999,-1.0,-1,-1.0,0.040000000000000036,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8181818181818181,-0.6882460030094484,-0.6011095074844119,-0.8137038447868925,-0.9319575984337829,-0.8769016990118295,-1.0,-0.6882460030093103,-1.0
647,1,-1,1,1.0,-1.0,-1.0,-1.0,0.9999999999999999,-1.0,1.0000000000000002,-1,-1.0,1.0,-0.1428571428571429,1.0,-1.0,0.20000000000000018,-0.33333333333333326,0.2727272727272727,0.41935483870967727,-1.0,1.0,-0.33333333333333326,0.0,-1,-0.5,-0.23636363636363644,-1.0,-0.9999999999999999,-0.09090909090909083,-0.9999999999999999,-1.0,-1,-1.0,-0.5199999999999999,1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8181818181818181,-0.38497002289894944,-0.45109224701384665,-0.7436404079148048,-0.8647221230933669,-0.7552632413733389,-1.0,-0.3849700228988788,-1.0
1876,1,-1,1,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0000000000000002,-1,-1.0,-1.0,0.9999999999999999,-1.0,-1.0,-1.0,1.0,0.2727272727272727,0.35483870967741926,-1.0,1.0,0.0,1.0,-1,0.5,-0.2727272727272728,-1.0,-0.9999999999999999,-0.09090909090909083,-0.9999999999999999,-1.0,-1,-1.0,-0.30666666666666664,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8181818181818181,-1.0,-1.0,-1.0,-0.9534642865146779,-0.9158103310075388,-0.9158725226161407,-1.0,-1.0
1134,1,-1,1,1.0,-1.0,-1.0,-1.0,-0.1428571428571429,-1.0,1.0000000000000002,-1,-1.0,1.0,-0.1428571428571429,-1.0,-1.0,0.6000000000000001,-0.33333333333333326,-0.2727272727272727,0.29032258064516125,-1.0,1.0,-0.33333333333333326,0.0,-1,-0.5,-0.6000000000000001,-1.0,-0.9999999999999999,0.4545454545454546,-0.9999999999999999,-1.0,-1,-1.0,-0.6533333333333332,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8181818181818181,-0.47221877502221243,-0.5289608359640177,-0.7800078295642647,-0.8839127745891938,-0.7899818365376382,-1.0,-0.4722187750223672,-1.0
2027,-1,1,-1,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0000000000000002,1,-1.0,-1.0,0.9999999999999999,-1.0,-1.0,-1.0,-0.33333333333333326,0.4545454545454546,0.29032258064516125,-1.0,1.0,0.0,0.0,-1,-0.5,0.8181818181818181,-1.0,-0.33333333333333326,-0.2727272727272727,-0.33333333333333326,0.0,0,0.0,-0.3599999999999999,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-0.8181818181818181,-1.0,-1.0,-1.0,-0.8874588723981688,-0.9103076572466793,-0.9195436914047475,-1.0,-1.0
