,CL1R,CL7R,CL5R,CT2BIN,CL2R,DEMOC,MOD,FEMALE,COLGRD,CON,CL9R,WWWWHITE,SOMCOL,W12WHITE,REPUB,INDEP,CL8R,BABS,COMHS,IWER3,PTYID3,AGE65PLM,AGE4049M,CD4A_A,W12EDUC3,WWWBLACK,LIB,CD8,W2TOTCL,AGE5059M,FIPCOM,VPROUD,IDEO3,AGE3039,STRATA,DOG6R,W1TRUAM2,CT1A,DOG4R,CD7_A,SEC8,COMPLET2,ADVDEG,WWWHOMLN,SEC5,PROUD,CENSDIV,EDUCAT4,AGE1829,F2,INCA,GT2,W2CIVLIB,CL7,CL2,P17_A,CL5,INCOME,AGE6064M,CL6B,WWWAGEC1,WWWEDU3,FIP2,CL4A,CL9,CL10R,WWWEDU5,MEANFR,B1,W1STATE,CD5A,FIP1,CL1,CL8,SEC4,W2SECURE,WWWHISP,W12HISP,RAC3,WWWRACE3,W12RACE4,WWWRACE4,WWWAGE,NEWRACE,CD6,POLINT,LOPROU,B2,CLPROP,MNDOG,LTHS,IWER1,V1_B,DOG2R,USAWT2RC,P1,WWWBRNUS,DOG3R,DOG5R,CL10
2472,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-0.9999999999999999,1.0000000000000002,-1.0,0.9999999999999999,-1.0,1.0,1.0,-1.0,-0.25,-1.0,0.3333333333333335,-1.0,0.75,-0.1428571428571428,-1.0,1.0,-1.0,0.3333333333333335,1.0,-0.935483870967742,1.0,-1.0,1.0,-1.0,-1.0,0.8181818181818183,-0.9999999999999999,0.1428571428571428,0.7142857142857144,0.1428571428571428,0.75,-1.0,0.5,-0.33333333333333326,1.0,-0.9999999999999999,-1.0,0.1428571428571428,1.0,1.0,-0.9999999999999999,0.0,0.2727272727272727,0.1428571428571428,-0.9999999999999999,0.1428571428571428,0.33333333333333326,0.3333333333333335,-0.6363636363636362,-1,-1.0,-1.0,-1,-0.9999999999999999,-0.9999999999999999,-0.5000000000000002,-1.0,-0.11111111111111116,0.3333333333333335,-1.0,0.1428571428571428,0.9999999999999998,-0.75,-1.0,1.0,-0.75,-1.0,-1.0,-0.5,1.0,-1.0,-1.0,0.1428571428571428
928,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,0.0,-1,-1.0,-0.9999999999999999,-1.0,-1.0,0.4285714285714285,1.0,-1.0,-1.0,1.0,0.0,0.20000000000000018,1.0,-1.0,0.0,-0.1428571428571428,-1.0,-1.0,-1.0,1.0,-1.0,0.35483870967741926,0.3333333333333335,-1.0,1.0,-1.0,0.0,-1.0,0.1428571428571428,0.1428571428571428,-0.9999999999999999,-0.9999999999999999,0.75,-1.0,0.0,0.0,0.0,-0.9999999999999999,0.0,-0.9999999999999999,1.0,0.0,-0.7333333333333333,-1.0,-1.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.33333333333333326,0.3333333333333335,-1.0,-1,-1.0,-1.0,-1,-0.9999999999999999,-0.9999999999999999,-0.17647058823529438,-1.0,-0.11111111111111116,0.3333333333333335,-1.0,-0.9999999999999999,0.12676056338040653,0.1666666666666501,-1.0,1.0,-0.75,-0.75,-1.0,-1.0,1.0,0.0,-0.5,0.1428571428571428
875,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-0.9999999999999999,-1.0,1.0,0.9999999999999999,-1.0,1.0,-1.0,1.0,-1.0,-0.19999999999999996,-0.33333333333333326,-1.0,0.75,-0.7142857142857142,-1.0,1.0,-1.0,-0.33333333333333326,1.0,0.9999999999999998,1.0,-1.0,0.3333333333333335,-1.0,0.0,-1.0,-0.9999999999999999,-0.9999999999999999,0.7142857142857144,0.1428571428571428,0.75,-1.0,0.5,0.33333333333333326,1.0,-0.9999999999999999,0.5,0.1428571428571428,1.0,1.0,-0.19999999999999973,0.0,0.8909090909090909,0.1428571428571428,-0.9999999999999999,-0.9999999999999999,-1.0,-0.33333333333333326,-1.0,-1,-1.0,-1.0,-1,-0.9999999999999999,-0.9999999999999999,-0.11764705882352966,-1.0,-0.11111111111111116,1.0,-1.0,-0.9999999999999999,0.12676056338040653,-1.0,-1.0,1.0,-0.75,-1.0,-1.0,-0.5,1.0,-1.0,-1.0,0.1428571428571428
1520,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1.0,-0.9999999999999999,1.0000000000000002,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,1.0,-0.25,-1.0,-0.33333333333333326,-1.0,0.0,-0.7142857142857142,-1.0,-1.0,-1.0,-0.33333333333333326,1.0,-1.0,0.3333333333333335,1.0,0.3333333333333335,0.0,0.0,-0.2727272727272727,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,-0.5,-1.0,-1.0,-0.6666666666666666,0.0,-0.9999999999999999,0.5,-0.9999999999999999,1.0,0.0,0.06666666666666687,0.0,-0.20000000000000007,0.1428571428571428,0.1428571428571428,-0.9999999999999999,-1.0,-0.33333333333333326,0.4545454545454546,-1,-1.0,1.0,1,1.0,1.0,-0.7941176470588237,-1.0,-1.0,0.3333333333333335,-1.0,-0.9999999999999999,-0.5211267605633589,-0.08333333333334991,-1.0,1.0,-1.0,0.0,-1.0,-0.5,1.0,-0.75,-1.0,0.1428571428571428
1411,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,0.0,-1,-1.0,1.0000000000000004,1.0000000000000002,-1.0,0.4285714285714285,1.0,0.0,-1.0,1.0,-0.75,1.0,-0.33333333333333326,-1.0,0.75,-0.9999999999999999,-1.0,-1.0,1.0,0.3333333333333335,-1.0,-0.3548387096774195,0.3333333333333335,-1.0,-0.33333333333333326,-1.0,-1.0,0.09090909090909105,0.1428571428571428,-0.9999999999999999,-0.1428571428571428,0.1428571428571428,0.0,-1.0,0.5,0.0,0.0,-0.9999999999999999,0.0,0.1428571428571428,-1.0,0.0,0.06666666666666687,-1.0,0.38181818181818183,0.1428571428571428,0.1428571428571428,-0.9999999999999999,0.33333333333333326,-0.33333333333333326,0.09090909090909105,-1,-1.0,-1.0,-1,-0.9999999999999999,-0.9999999999999999,-0.23529411764705888,-1.0,-0.7777777777777778,0.3333333333333335,-1.0,-0.9999999999999999,-0.15492957746488512,0.4166666666666501,-1.0,1.0,-0.75,0.0,-0.43806925256671303,-1.0,1.0,0.0,1.0,-0.9999999999999999
626,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1,-1.0,0.20000000000000018,1.0000000000000002,-1.0,0.4285714285714285,1.0,0.0,-1.0,1.0,-0.75,0.20000000000000018,-0.9999999999999999,1.0,0.75,-0.1428571428571428,-1.0,-1.0,1.0,1.0,-1.0,0.29032258064516125,1.0,-1.0,1.0,-1.0,0.75,-0.09090909090909083,-0.9999999999999999,0.1428571428571428,-0.1428571428571428,-0.9999999999999999,0.0,-1.0,0.5,0.9999999999999998,1.0,-0.9999999999999999,0.0,-0.9999999999999999,1.0,0.5,-0.46666666666666656,-1.0,0.9272727272727272,0.1428571428571428,0.1428571428571428,-0.9999999999999999,-1.0,-0.9999999999999999,0.2727272727272727,-1,-1.0,-1.0,-1,-0.9999999999999999,-0.9999999999999999,0.5882352941176467,-1.0,-0.11111111111111116,1.0,-1.0,-0.9999999999999999,-0.15492957746488512,-0.1666666666666501,-1.0,1.0,-1.0,0.0,-0.8356227002401634,-1.0,1.0,-1.0,-1.0,0.1428571428571428
779,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,-0.9999999999999999,1.0000000000000002,-1.0,0.4285714285714285,1.0,-1.0,-1.0,1.0,-0.75,0.20000000000000018,0.3333333333333335,1.0,-0.75,-0.4285714285714285,-1.0,1.0,-1.0,0.3333333333333335,-1.0,0.35483870967741926,1.0,1.0,0.3333333333333335,-1.0,0.0,0.09090909090909105,0.1428571428571428,0.1428571428571428,-0.9999999999999999,-0.9999999999999999,0.5,-1.0,0.5,-0.6666666666666666,1.0,-0.9999999999999999,0.5,0.1428571428571428,1.0,1.0,-0.19999999999999973,-1.0,0.6727272727272726,0.1428571428571428,0.1428571428571428,-0.9999999999999999,0.33333333333333326,-0.33333333333333326,0.09090909090909105,-1,-1.0,-1.0,-1,-0.9999999999999999,-0.9999999999999999,-0.7941176470588237,-1.0,-1.0,1.0,-1.0,-0.9999999999999999,0.12676056338040653,0.3333333333333499,-1.0,1.0,-1.0,-0.75,-0.6484837293985029,-1.0,1.0,-0.25,0.5,0.1428571428571428
2177,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,-0.19999999999999973,1.0000000000000002,-1.0,0.9999999999999999,1.0,0.0,1.0,-1.0,-0.75,-1.0,-0.9999999999999999,-1.0,0.75,-0.4285714285714285,-1.0,-1.0,-1.0,0.3333333333333335,-1.0,0.9354838709677418,1.0,-1.0,1.0,-1.0,-1.0,0.8181818181818183,-0.9999999999999999,0.1428571428571428,-0.1428571428571428,0.1428571428571428,-0.25,-1.0,0.0,-0.33333333333333326,1.0,-0.9999999999999999,0.5,0.1428571428571428,1.0,0.5,-0.5999999999999999,0.0,0.23636363636363633,0.1428571428571428,-0.9999999999999999,-0.9999999999999999,0.33333333333333326,0.3333333333333335,-0.6363636363636362,-1,-1.0,-1.0,-1,-0.9999999999999999,-0.9999999999999999,-0.5882352941176472,-1.0,-1.0,1.0,-1.0,0.1428571428571428,0.9999999999999998,-0.3333333333333499,-1.0,-1.0,-0.75,0.0,-1.0,-1.0,1.0,-1.0,-1.0,0.1428571428571428
1112,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,-0.9999999999999999,-1.0,-1.0,0.4285714285714285,1.0,-1.0,-1.0,1.0,-0.75,-0.19999999999999996,-0.33333333333333326,-1.0,-0.75,-0.4285714285714285,-1.0,1.0,-1.0,0.3333333333333335,-1.0,0.29032258064516125,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,0.1428571428571428,0.75,1.0,0.5,0.6666666666666667,1.0,-0.9999999999999999,0.5,0.1428571428571428,1.0,1.0,-0.33333333333333326,-1.0,0.3090909090909091,0.1428571428571428,0.1428571428571428,-0.9999999999999999,0.33333333333333326,-0.33333333333333326,-1.0,-1,-1.0,-1.0,-1,-0.9999999999999999,-0.9999999999999999,0.2058823529411764,-1.0,-0.7777777777777778,0.3333333333333335,-1.0,-0.9999999999999999,0.40845070422544505,-0.25,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,1.0,0.0,-1.0,0.1428571428571428
1994,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,1.0,0.0,1,-1.0,1.0000000000000004,1.0000000000000002,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-0.33333333333333326,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9999999999999999,1.0,-0.935483870967742,0.3333333333333335,1.0,1.0,0.0,-1.0,0.8181818181818183,-0.9999999999999999,0.1428571428571428,-0.9999999999999999,0.1428571428571428,-0.5,-1.0,0.5,-0.6666666666666666,0.0,0.1428571428571428,0.5,0.1428571428571428,1.0,0.0,-0.8666666666666666,0.0,0.19999999999999996,0.1428571428571428,-0.9999999999999999,0.1428571428571428,0.33333333333333326,-0.9999999999999999,-0.6363636363636362,-1,-1.0,0.0,0,-0.33333333333333326,-0.33333333333333326,-0.735294117647059,0.0,0.11111111111111116,1.0,-1.0,-0.9999999999999999,0.9999999999999998,0.0,-1.0,1.0,1.0,0.0,-1.0,-0.5,1.0,0.0,-1.0,0.1428571428571428
1182,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.0,1.0,-1.0,-1.0,1.0,-1,-1.0,-0.9999999999999999,1.0000000000000002,-1.0,0.9999999999999999,1.0,0.0,-1.0,1.0,-0.25,-0.19999999999999996,-0.33333333333333326,-0.5,0.0,-0.4285714285714285,-1.0,-1.0,-1.0,1.0,-1.0,0.9354838709677418,1.0,-1.0,1.0,0.0,0.0,0.4545454545454546,0.1428571428571428,-0.9999999999999999,-0.1428571428571428,0.1428571428571428,-0.5,-1.0,0.5,0.9999999999999998,1.0,-0.9999999999999999,0.5,-0.9999999999999999,1.0,0.5,-0.9999999999999999,-1.0,0.9999999999999998,0.1428571428571428,-0.9999999999999999,-0.9999999999999999,0.33333333333333326,-0.33333333333333326,-0.2727272727272727,-1,-1.0,-1.0,-1,-0.9999999999999999,-0.9999999999999999,0.6470588235294117,-1.0,-0.11111111111111116,1.0,-1.0,-0.9999999999999999,-0.15492957746488512,0.0,-1.0,1.0,-0.75,-0.25,-0.6620438520915972,-1.0,1.0,-0.75,0.5,0.1428571428571428
1035,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-0.9999999999999999,1.0000000000000002,-1.0,0.9999999999999999,-1.0,1.0,-1.0,1.0,-1.0,-0.19999999999999996,-0.9999999999999999,-1.0,0.75,-0.4285714285714285,-1.0,1.0,-1.0,-0.33333333333333326,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,0.2727272727272727,-0.9999999999999999,-0.9999999999999999,0.7142857142857144,0.1428571428571428,0.75,-1.0,0.5,0.0,1.0,-0.9999999999999999,0.75,0.1428571428571428,1.0,1.0,-0.5999999999999999,0.0,-0.12727272727272732,0.1428571428571428,-0.9999999999999999,0.1428571428571428,0.33333333333333326,-0.9999999999999999,-0.09090909090909083,-1,-1.0,-1.0,-1,-0.9999999999999999,-0.9999999999999999,-0.32352941176470607,-1.0,-1.0,1.0,1.0,0.1428571428571428,0.6901408450704831,-0.91666666666665,-1.0,1.0,-0.75,-1.0,-0.779321042255006,0.5,1.0,-1.0,-0.5,0.1428571428571428
658,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,-0.9999999999999999,1.0000000000000002,-1.0,0.4285714285714285,1.0,-1.0,1.0,1.0,-0.75,0.20000000000000018,-0.33333333333333326,-1.0,0.75,-0.7142857142857142,-1.0,-1.0,-1.0,-0.33333333333333326,-1.0,0.9354838709677418,1.0,-1.0,0.3333333333333335,-1.0,0.0,0.6363636363636365,-0.9999999999999999,0.1428571428571428,-0.9999999999999999,-0.9999999999999999,-0.25,-1.0,0.5,-0.33333333333333326,1.0,0.1428571428571428,-1.0,0.1428571428571428,1.0,0.5,-0.06666666666666665,-1.0,0.7454545454545454,0.1428571428571428,-0.9999999999999999,0.1428571428571428,-1.0,-0.33333333333333326,-0.4545454545454545,-1,-1.0,-1.0,-1,-0.9999999999999999,-0.9999999999999999,-0.47058823529411775,-1.0,-0.11111111111111116,0.3333333333333335,-1.0,-0.9999999999999999,0.40845070422544505,-0.25,-1.0,1.0,-1.0,-0.25,-0.5714417469400017,-1.0,1.0,-0.75,0.5,0.1428571428571428
390,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.0,1,-1.0,-0.9999999999999999,-1.0,-1.0,-0.1428571428571429,-1.0,0.0,1.0,0.0,-0.75,0.6000000000000001,0.3333333333333335,-0.5,0.75,-0.9999999999999999,-1.0,-1.0,1.0,1.0,-1.0,-0.935483870967742,0.3333333333333335,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9999999999999999,-0.9999999999999999,-0.1428571428571428,-0.9999999999999999,-0.25,-1.0,0.5,-0.33333333333333326,0.0,0.1428571428571428,0.5,0.1428571428571428,1.0,0.0,0.7333333333333334,-1.0,0.2727272727272727,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.33333333333333326,-0.9999999999999999,-1.0,-1,-1.0,0.0,0,-0.33333333333333326,-0.33333333333333326,-0.5294117647058825,0.0,-0.5555555555555556,0.3333333333333335,1.0,-0.9999999999999999,0.40845070422544505,-0.08333333333334991,-1.0,1.0,1.0,-0.25,-1.0,0.0,1.0,-0.75,-0.5,0.1428571428571428
2387,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,-0.5999999999999999,1.0000000000000002,1.0,0.9999999999999999,1.0,-1.0,-1.0,-1.0,-0.25,-1.0,0.3333333333333335,1.0,-0.75,-0.7142857142857142,-1.0,-1.0,-1.0,0.3333333333333335,-1.0,0.9999999999999998,1.0,-1.0,0.3333333333333335,-1.0,0.0,0.2727272727272727,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,0.0,-1.0,0.0,0.33333333333333326,1.0,-0.9999999999999999,0.0,-0.9999999999999999,1.0,0.5,0.3333333333333335,-1.0,-0.8181818181818182,0.1428571428571428,-0.9999999999999999,0.7142857142857144,0.33333333333333326,-0.33333333333333326,-0.09090909090909083,-1,-1.0,-1.0,-1,-0.9999999999999999,-0.9999999999999999,0.0588235294117645,-1.0,-0.11111111111111116,0.3333333333333335,-1.0,-0.9999999999999999,0.23943661971832042,0.3333333333333499,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.25,0.5,0.1428571428571428
1903,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-0.5999999999999999,0.8181818181818183,1.0,0.9999999999999999,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-0.75,-0.9999999999999999,-1.0,-1.0,-1.0,-0.33333333333333326,-1.0,0.41935483870967727,-0.33333333333333326,-1.0,-0.33333333333333326,-1.0,0.0,0.2727272727272727,0.1428571428571428,0.1428571428571428,-0.9999999999999999,-0.9999999999999999,0.0,-1.0,0.0,0.33333333333333326,0.0,-0.9999999999999999,-1.0,0.1428571428571428,1.0,-0.5,0.4666666666666668,-1.0,0.709090909090909,0.1428571428571428,-0.9999999999999999,0.1428571428571428,0.33333333333333326,-0.9999999999999999,-0.2727272727272727,-1,-1.0,-1.0,-1,-0.9999999999999999,-0.9999999999999999,-0.08823529411764719,-1.0,-0.11111111111111116,0.3333333333333335,-1.0,-0.9999999999999999,0.40845070422544505,-0.08333333333334991,-1.0,1.0,-1.0,0.0,-1.0,-1.0,1.0,0.0,-1.0,0.1428571428571428
1386,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1,-1.0,1.0000000000000004,-1.0,-1.0,0.9999999999999999,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-0.75,-0.1428571428571428,-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.9999999999999998,-0.33333333333333326,-1.0,-0.9999999999999999,-1.0,0.0,-1.0,0.1428571428571428,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,0.5,-1.0,0.5,0.0,0.0,-0.9999999999999999,0.0,-0.9999999999999999,-1.0,-0.5,1.0,-1.0,-0.8181818181818182,0.1428571428571428,-0.9999999999999999,-0.9999999999999999,0.33333333333333326,-0.9999999999999999,-1.0,-1,-1.0,0.0,0,-0.33333333333333326,-0.33333333333333326,-0.17647058823529438,0.0,-0.11111111111111116,1.0,-1.0,-0.9999999999999999,-0.7183098591549617,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.9999999999999999
1428,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,0.0,-1.0,1.0,-1.0,-1.0,-1,-1.0,-0.9999999999999999,-1.0,-1.0,-0.1428571428571429,1.0,-1.0,-1.0,1.0,-0.75,0.20000000000000018,0.3333333333333335,0.5,0.0,-0.7142857142857142,-1.0,-1.0,-1.0,1.0,-1.0,-0.3548387096774195,-0.33333333333333326,-1.0,0.3333333333333335,0.0,0.0,-1.0,0.1428571428571428,0.1428571428571428,-0.9999999999999999,0.1428571428571428,-0.5,-1.0,0.5,0.0,0.0,0.1428571428571428,0.5,0.1428571428571428,1.0,-0.5,0.06666666666666687,-1.0,0.38181818181818183,0.1428571428571428,0.1428571428571428,0.1428571428571428,-1.0,-0.33333333333333326,-1.0,-1,-1.0,-1.0,-1,-0.9999999999999999,-0.9999999999999999,-0.3529411764705883,-1.0,-1.0,-0.33333333333333326,-1.0,-0.9999999999999999,0.40845070422544505,0.08333333333334991,-1.0,1.0,-1.0,-0.25,-1.0,-1.0,1.0,-0.75,-0.5,0.1428571428571428
326,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1,-1.0,1.0000000000000004,-1.0,-1.0,-0.1428571428571429,-1.0,0.0,-1.0,0.0,0.0,-0.19999999999999996,-0.9999999999999999,-1.0,0.75,-0.4285714285714285,1.0,-1.0,-1.0,0.3333333333333335,1.0,0.29032258064516125,-0.33333333333333326,1.0,1.0,1.0,-1.0,-1.0,-0.9999999999999999,0.1428571428571428,-0.1428571428571428,-0.9999999999999999,1.0,-1.0,0.5,-1.0,0.0,0.1428571428571428,0.0,0.1428571428571428,1.0,-0.5,0.19999999999999996,0.0,-0.5636363636363637,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.33333333333333326,-0.9999999999999999,-1.0,-1,-1.0,0.0,0,-0.33333333333333326,-0.33333333333333326,-0.9411764705882354,0.0,-0.11111111111111116,0.3333333333333335,-1.0,-0.9999999999999999,0.6901408450704831,-0.1666666666666501,-1.0,1.0,-0.25,-0.25,-1.0,-0.5,1.0,-0.75,-0.5,0.1428571428571428
2988,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-0.9999999999999999,1.0000000000000002,1.0,0.4285714285714285,1.0,0.0,-1.0,0.0,-0.25,-1.0,0.3333333333333335,0.5,0.75,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.29032258064516125,-0.33333333333333326,-1.0,-0.9999999999999999,-1.0,-1.0,0.4545454545454546,0.1428571428571428,0.1428571428571428,-0.1428571428571428,-0.9999999999999999,0.0,-1.0,-1.0,0.33333333333333326,0.0,-0.9999999999999999,0.0,0.1428571428571428,1.0,-0.5,1.0,-1.0,-0.6363636363636365,0.1428571428571428,0.1428571428571428,-0.9999999999999999,0.33333333333333326,-0.9999999999999999,-0.2727272727272727,-1,-1.0,-1.0,-1,-0.9999999999999999,-0.9999999999999999,-2.220446049250313e-16,-1.0,-0.7777777777777778,1.0,-1.0,-0.9999999999999999,0.49295774647888013,0.5833333333333499,-1.0,1.0,-0.75,0.0,-1.0,-1.0,1.0,0.0,-0.5,0.1428571428571428
1985,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.0,1,-1.0,1.0000000000000004,1.0000000000000002,1.0,0.4285714285714285,1.0,-1.0,-1.0,0.0,-0.75,-1.0,0.3333333333333335,1.0,0.75,-0.7142857142857142,1.0,-1.0,-1.0,-0.33333333333333326,-1.0,-0.3548387096774195,0.3333333333333335,-1.0,-0.33333333333333326,1.0,0.0,0.8181818181818183,-0.9999999999999999,0.1428571428571428,-0.9999999999999999,0.1428571428571428,1.0,-1.0,0.5,0.33333333333333326,0.0,-0.9999999999999999,-1.0,0.1428571428571428,1.0,0.0,0.4666666666666668,-1.0,-0.4181818181818182,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.33333333333333326,-0.9999999999999999,-0.6363636363636362,-1,-1.0,0.0,0,-0.33333333333333326,-0.33333333333333326,-0.11764705882352966,0.0,0.5555555555555554,-0.9999999999999999,-1.0,-0.9999999999999999,0.9999999999999998,0.25,-1.0,1.0,-0.75,-0.25,-1.0,-1.0,1.0,-0.25,-0.5,0.1428571428571428
1834,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1,1.0,-0.9999999999999999,1.0000000000000002,-1.0,0.4285714285714285,1.0,1.0,-1.0,1.0,-0.75,-1.0,1.0,-1.0,0.75,-0.7142857142857142,-1.0,-1.0,1.0,-0.9999999999999999,-1.0,0.9354838709677418,1.0,-1.0,1.0,-1.0,0.0,0.4545454545454546,0.1428571428571428,0.1428571428571428,0.7142857142857144,0.1428571428571428,0.75,-1.0,0.0,0.9999999999999998,1.0,-0.9999999999999999,0.0,0.1428571428571428,1.0,0.5,-0.7333333333333333,-1.0,0.1272727272727272,-0.9999999999999999,0.1428571428571428,0.1428571428571428,0.33333333333333326,-0.9999999999999999,-0.2727272727272727,1,1.0,-1.0,-1,0.3333333333333335,0.3333333333333335,0.4117647058823528,-1.0,-0.7777777777777778,0.3333333333333335,-1.0,-0.9999999999999999,0.49295774647888013,-0.1666666666666501,-1.0,1.0,-0.75,-0.25,-1.0,-1.0,1.0,-0.25,-1.0,0.1428571428571428
